idx	stored	current	delta	agree	sentence
3860	1888	1888	0.110516	1	But Stubb, he eats the whale by its own light, does he?
3861	1780	1780	0.150631	1	and that is adding insult to injury, is it?
3862	2073	2073	0.004774	1	Look at your knife-handle, there, my civilized and enlightened gourmand dining off that roast beef, what is that handle 
3863	1790	1790	0.147016	1	And what do you pick your teeth with, after devouring that fat goose?
3864	2874	2874	0.260384	1	With a feather of the same fowl.
3865	1594	1594	0.231814	1	And with what quill did the Secretary of the Society for the Suppression of Cruelty to Ganders formally indite his circu
3866	2073	2073	0.215744	1	It is only within the last month or two that that society passed a resolution to patronize nothing but steel pens.
3867	273	273	0.300723	1	When in the Southern Fishery, a captured Sperm Whale, after long and weary toil, is brought alongside late at night, it 
3868	2115	2115	0.079562	1	For that business is an exceedingly laborious one; is not very soon completed; and requires all hands to set about it.
3869	1790	1790	0.030845	1	Therefore, the common usage is to take in all sail; lash the helm a’lee; and then send every one below to his hammock ti
3870	550	550	0.043265	1	But sometimes, especially upon the Line in the Pacific, this plan will not answer at all; because such incalculable host
3871	1888	1888	0.085948	1	In most other parts of the ocean, however, where these fish do not so largely abound, their wondrous voracity can be at 
3872	2073	2073	0.173502	1	But it was not thus in the present case with the Pequod’s sharks; though, to be sure, any man unaccustomed to such sight
3873	1888	1888	0.168855	1	Nevertheless, upon Stubb setting the anchor-watch after his supper was concluded; and when, accordingly, Queequeg and a 
3874	3055	3055	0.120432	1	But in the foamy confusion of their mixed and struggling hosts, the marksmen could not always hit their mark; and this b
3875	2659	2659	0.163595	1	They viciously snapped, not only at each other’s disembowelments, but like flexible bows, bent round, and bit their own;
3876	2659	2659	0.534699	1	It was unsafe to meddle with the corpses and ghosts of these creatures.
3877	1888	1888	0.061135	1	A sort of generic or Pantheistic vitality seemed to lurk in their very joints and bones, after what might be called the 
3878	1888	1888	0.226251	1	Killed and hoisted on deck for the sake of his skin, one of these sharks almost took poor Queequeg’s hand off, when he t
3879	1791	1791	0.104173	1	*The whaling-spade used for cutting-in is made of the very best steel; is about the bigness of a man’s spread hand; and 
3880	1473	1473	0.177759	1	This weapon is always kept as sharp as possible; and when being used is occasionally honed, just like a razor.
3881	1888	1888	0.635768	1	In its socket, a stiff pole, from twenty to thirty feet long, is inserted for a handle.
3882	541	541	0.368709	1	“Queequeg no care what god made him shark,” said the savage, agonizingly lifting his hand up and down; “wedder Fejee god
3883	1888	1888	0.402020	1	It was a Saturday night, and such a Sabbath as followed!
3884	1888	1888	0.167165	1	Ex officio professors of Sabbath breaking are all whalemen.
3885	1888	1888	0.221775	1	The ivory Pequod was turned into what seemed a shamble; every sailor a butcher.
3886	1120	1120	0.327181	1	You would have thought we were offering up ten thousand red oxen to the sea gods.
3887	1594	1594	0.022412	1	In the first place, the enormous cutting tackles, among other ponderous things comprising a cluster of blocks generally 
3888	2073	2073	0.485532	1	The end of the hawser-like rope winding through these intricacies, was then conducted to the windlass, and the huge lowe
3889	254	254	0.005463	1	And now suspended in stages over the side, Starbuck and Stubb, the mates, armed with their long spades, began cutting a 
3890	1594	1594	0.044696	1	This done, a broad, semicircular line is cut round the hole, the hook is inserted, and the main body of the crew strikin
3891	1192	1192	0.206594	1	When instantly, the entire ship careens over on her side; every bolt in her starts like the nail-heads of an old house i
3892	2073	2073	0.186371	1	More and more she leans over to the whale, while every gasping heave of the windlass is answered by a helping heave from
3893	777	777	0.191432	1	Now as the blubber envelopes the whale precisely as the rind does an orange, so is it stripped off from the body precise
3894	2659	2659	0.404965	1	For the strain constantly kept up by the windlass continually keeps the whale rolling over and over in the water, and as
3895	1146	1146	0.099084	1	One of the attending harpooneers now advances with a long, keen weapon called a boarding-sword, and watching his chance 
3896	1790	1790	0.205533	1	Into this hole, the end of the second alternating great tackle is then hooked so as to retain a hold upon the blubber, i
3897	935	935	0.002900	1	Whereupon, this accomplished swordsman, warning all hands to stand off, once more makes a scientific dash at the mass, a
3898	548	548	0.743627	1	The heavers forward now resume their song, and while the one tackle is peeling and hoisting a second strip from the whal
3899	2874	2874	0.234046	1	Into this twilight apartment sundry nimble hands keep coiling away the long blanket-piece as if it were a great live mas
3900	2659	2659	0.293031	1	And thus the work proceeds; the two tackles hoisting and lowering simultaneously; both whale and windlass heaving, the h
3901	1888	1888	0.597982	1	I have given no small attention to that not unvexed subject, the skin of the whale.
3902	1888	1888	0.051531	1	I have had controversies about it with experienced whalemen afloat, and learned naturalists ashore.
3903	746	746	0.131396	1	My original opinion remains unchanged; but it is only an opinion.
3904	1888	1888	0.331823	1	The question is, what and where is the skin of the whale?
3905	1888	1888	0.032827	1	Already you know what his blubber is.
3906	2793	2793	0.017343	1	That blubber is something of the consistence of firm, close-grained beef, but tougher, more elastic and compact, and ran
3907	674	674	0.024429	1	Now, however preposterous it may at first seem to talk of any creature’s skin as being of that sort of consistence and t
3908	620	620	0.101628	1	True, from the unmarred dead body of the whale, you may scrape off with your hand an infinitely thin, transparent substa
3909	1888	1888	0.115872	1	I have several such dried bits, which I use for marks in my whale-books.
3910	788	788	0.120957	1	It is transparent, as I said before; and being laid upon the printed page, I have sometimes pleased myself with fancying
3911	1790	1790	0.384591	1	At any rate, it is pleasant to read about whales through their own spectacles, as you may say.
3912	1888	1888	0.094993	1	But what I am driving at here is this.
3913	2496	2496	0.009125	1	That same infinitely thin, isinglass substance, which, I admit, invests the entire body of the whale, is not so much to 
3914	1888	1888	0.068534	1	But no more of this.
3915	2073	2073	0.037504	1	Assuming the blubber to be the skin of the whale; then, when this skin, as in the case of a very large Sperm Whale, will
3916	1888	1888	0.303050	1	Reckoning ten barrels to the ton, you have ten tons for the net weight of only three quarters of the stuff of the whale’
3917	1888	1888	0.549105	1	In life, the visible surface of the Sperm Whale is not the least among the many marvels he presents.
3918	2659	2659	0.222927	1	Almost invariably it is all over obliquely crossed and re-crossed with numberless straight marks in thick array, somethi
3919	84	84	0.104124	1	But these marks do not seem to be impressed upon the isinglass substance above mentioned, but seem to be seen through it
3920	1888	1888	0.022589	1	In some instances, to the quick, observant eye, those linear marks, as in a veritable engraving, but afford the ground f
3921	2073	2073	0.189552	1	These are hieroglyphical; that is, if you call those mysterious cyphers on the walls of pyramids hieroglyphics, then tha
3922	1790	1790	0.043568	1	By my retentive memory of the hieroglyphics upon one Sperm Whale in particular, I was much struck with a plate represent
3923	1790	1790	0.370225	1	Like those mystic rocks, too, the mystic-marked whale remains undecipherable.
3924	2476	2476	0.161371	1	This allusion to the Indian rocks reminds me of another thing.
3925	2073	2073	0.499456	1	Besides all the other phenomena which the exterior of the Sperm Whale presents, he not seldom displays the back, and mor
3926	2133	2133	0.515414	1	I should say that those New England rocks on the sea-coast, which Agassiz imagines to bear the marks of violent scraping
3927	1888	1888	0.250289	1	It also seems to me that such scratches in the whale are probably made by hostile contact with other whales; for I have 
3928	2268	2268	0.177068	1	A word or two more concerning this matter of the skin or blubber of the whale.
3929	1888	1888	0.302140	1	It has already been said, that it is stript from him in long pieces, called blanket-pieces.
3930	1600	1600	2.070412	1	Like most sea-terms, this one is very happy and significant.
3931	2247	2247	0.305477	1	For the whale is indeed wrapt up in his blubber as in a real blanket or counterpane; or, still better, an Indian poncho 
3932	1640	1640	0.261127	1	It is by reason of this cosy blanketing of his body, that the whale is enabled to keep himself comfortable in all weathe
3933	2073	2073	0.010491	1	What would become of a Greenland whale, say, in those shuddering, icy seas of the North, if unsupplied with his cosy sur
3934	62	62	0.412674	1	True, other fish are found exceedingly brisk in those Hyperborean waters; but these, be it observed, are your cold-blood
3935	2287	2287	0.431090	1	Freeze his blood, and he dies.
3936	2609	2609	0.366635	1	How wonderful is it then—except after explanation—that this great monster, to whom corporeal warmth is as indispensable 
3937	1888	1888	0.198668	1	where, when seamen fall overboard, they are sometimes found, months afterwards, perpendicularly frozen into the hearts o
3938	1960	1960	1.024174	1	But more surprising is it to know, as has been proved by experiment, that the blood of a Polar whale is warmer than that
3939	1888	1888	0.322468	1	It does seem to me, that herein we see the rare virtue of a strong individual vitality, and the rare virtue of thick wal
3940	1790	1790	0.707783	1	admire and model thyself after the whale!
3941	1888	1888	0.242540	1	Do thou, too, remain warm among ice.
3942	2761	2761	1.079307	1	Do thou, too, live in this world without being of it.
3943	1888	1888	0.257701	1	Be cool at the equator; keep thy blood fluid at the Pole.
3944	8	8	0.257480	1	Like the great dome of St. Peter’s, and like the great whale, retain, O man!
3945	508	508	0.241029	1	in all seasons a temperature of thine own.
3946	638	638	0.649528	1	But how easy and how hopeless to teach these fine things!
3947	2031	2031	0.492257	1	Of erections, how few are domed like St. Peter’s!
3948	1790	1790	0.251816	1	of creatures, how few vast as the whale!
3949	8	8	0.064210	1	Let the carcase go astern!” The vast tackles have now done their duty.
3950	392	392	0.296650	1	The peeled white body of the beheaded whale flashes like a marble sepulchre; though changed in hue, it has not perceptib
3951	1869	1869	0.070127	1	Slowly it floats more and more away, the water round it torn and splashed by the insatiate sharks, and the air above vex
3952	2659	2659	0.666835	1	The vast white headless phantom floats further and further from the ship, and every rod that it so floats, what seem squ
3953	2073	2073	0.066710	1	For hours and hours from the almost stationary ship that hideous sight is seen.
3954	1888	1888	0.059927	1	Beneath the unclouded and mild azure sky, upon the fair face of the pleasant sea, wafted by the joyous breezes, that gre
3955	1654	1654	0.046460	1	There’s a most doleful and most mocking funeral!
3956	1594	1594	0.236162	1	The sea-vultures all in pious mourning, the air-sharks all punctiliously in black or speckled.
3957	2661	2661	0.282978	1	In life but few of them would have helped the whale, I ween, if peradventure he had needed it; but upon the banquet of h
3958	1888	1888	0.246984	1	Oh, horrible vultureism of earth!
3959	1787	1787	0.338216	1	from which not the mightiest whale is free.
3960	674	674	0.414079	1	Nor is this the end.
3961	2368	2368	0.153477	1	Desecrated as the body is, a vengeful ghost survives and hovers over it to scare.
3962	2073	2073	0.386901	1	Espied by some timid man-of-war or blundering discovery-vessel from afar, when the distance obscuring the swarming fowls
3963	8	8	0.454617	1	There’s your law of precedents; there’s your utility of traditions; there’s the story of your obstinate survival of old 
3964	8	8	0.425855	1	Thus, while in life the great whale’s body may have been a real terror to his foes, in his death his ghost becomes a pow
3965	690	690	0.009821	1	Are you a believer in ghosts, my friend?
3966	1098	1098	0.175110	1	There are other ghosts than the Cock-Lane one, and far deeper men than Doctor Johnson who believe in them.
3967	801	801	0.428001	1	It should not have been omitted that previous to completely stripping the body of the leviathan, he was beheaded.
3968	340	340	0.351683	1	Now, the beheading of the Sperm Whale is a scientific anatomical feat, upon which experienced whale surgeons very much p
3969	1594	1594	0.865159	1	Consider that the whale has nothing that can properly be called a neck; on the contrary, where his head and body seem to
3970	1642	1642	1.104686	1	Remember, also, that the surgeon must operate from above, some eight or ten feet intervening between him and his subject
3971	1594	1594	0.161254	1	Bear in mind, too, that under these untoward circumstances he has to cut many feet deep in the flesh; and in that subter
3972	2945	2945	1.497513	1	Do you not marvel, then, at Stubb’s boast, that he demanded but ten minutes to behead a sperm whale?
3973	2073	2073	0.116622	1	When first severed, the head is dropped astern and held there by a cable till the body is stripped.
3974	2315	2315	1.114630	1	That done, if it belong to a small whale it is hoisted on deck to be deliberately disposed of.
3975	1718	1718	0.265370	1	But, with a full grown leviathan this is impossible; for the sperm whale’s head embraces nearly one third of his entire 
3976	1888	1888	0.172162	1	The Pequod’s whale being decapitated and the body stripped, the head was hoisted against the ship’s side—about half way 
3977	1594	1594	0.498734	1	And there with the strained craft steeply leaning over to it, by reason of the enormous downward drag from the lower mas
3978	2315	2315	0.272974	1	When this last task was accomplished it was noon, and the seamen went below to their dinner.
3979	2073	2073	0.054594	1	Silence reigned over the before tumultuous but now deserted deck.
3980	1903	1903	0.156695	1	An intense copper calm, like a universal yellow lotus, was more and more unfolding its noiseless measureless leaves upon
3981	548	548	0.642317	1	A short space elapsed, and up into this noiselessness came Ahab alone from his cabin.
3982	1147	1147	0.717221	1	Taking a few turns on the quarter-deck, he paused to gaze over the side, then slowly getting into the main-chains he too
3983	1790	1790	0.094415	1	It was a black and hooded head; and hanging there in the midst of so intense a calm, it seemed the Sphynx’s in the deser
3984	541	541	0.186268	1	“Speak, thou vast and venerable head,” muttered Ahab, “which, though ungarnished with a beard, yet here and there lookes
3985	1467	1467	0.155641	1	Of all divers, thou hast dived the deepest.
3986	8	8	0.077238	1	That head upon which the upper sun now gleams, has moved amid this world’s foundations.
3987	2661	2661	0.107707	1	Where unrecorded names and navies rust, and untold hopes and anchors rot; where in her murderous hold this frigate earth
3988	1790	1790	0.217072	1	Thou hast been where bell or diver never went; hast slept by many a sailor’s side, where sleepless mothers would give th
3989	1790	1790	0.036382	1	Thou saw’st the locked lovers when leaping from their flaming ship; heart to heart they sank beneath the exulting wave; 
3990	1790	1790	0.036384	1	Thou saw’st the murdered mate when tossed by pirates from the midnight deck; for hours he fell into the deeper midnight 
3991	548	548	0.968153	1	thou hast seen enough to split the planets and make an infidel of Abraham, and not one syllable is thine!” “Sail ho!” cr
3992	1843	1843	0.356338	1	Well, now, that’s cheering,” cried Ahab, suddenly erecting himself, while whole thunder-clouds swept aside from his brow
3993	688	688	0.141407	1	“That lively cry upon this deadly calm might almost convert a better man.—Where away?” “Three points on the starboard bo
3994	429	429	0.003719	1	Would now St. Paul would come along that way, and to my breezelessness bring his breeze!
3995	1888	1888	0.635988	1	O Nature, and O soul of man!
3996	2609	2609	0.987417	1	how far beyond all utterance are your linked analogies!
3997	858	858	0.021801	1	not the smallest atom stirs or lives on matter, but has its cunning duplicate in mind.” CHAPTER 71.
3998	1888	1888	0.024133	1	Hand in hand, ship and breeze blew on; but the breeze came faster than the ship, and soon the Pequod began to rock.
3999	541	541	0.169265	1	By and by, through the glass the stranger’s boats and manned mast-heads proved her a whale-ship.
4000	1678	1678	0.053680	1	But as she was so far to windward, and shooting by, apparently making a passage to some other ground, the Pequod could n
4001	1888	1888	0.275279	1	So the signal was set to see what response would be made.
4002	2073	2073	0.037141	1	Here be it said, that like the vessels of military marines, the ships of the American Whale Fleet have each a private si
4003	1594	1594	0.230694	1	Thereby, the whale commanders are enabled to recognise each other upon the ocean, even at considerable distances and wit
4004	3055	3055	0.164718	1	The Pequod’s signal was at last responded to by the stranger’s setting her own; which proved the ship to be the Jeroboam
4005	2073	2073	0.299805	1	Squaring her yards, she bore down, ranged abeam under the Pequod’s lee, and lowered a boat; it soon drew nigh; but, as t
4006	232	232	0.071968	1	It turned out that the Jeroboam had a malignant epidemic on board, and that Mayhew, her captain, was fearful of infectin
4007	1594	1594	0.059582	1	For, though himself and boat’s crew remained untainted, and though his ship was half a rifle-shot off, and an incorrupti
4008	1888	1888	0.059587	1	But this did by no means prevent all communications.
4009	1594	1594	0.032439	1	Preserving an interval of some few yards between itself and the ship, the Jeroboam’s boat by the occasional use of its o
4010	541	541	0.532237	1	Subject to this, and other the like interruptions now and then, a conversation was sustained between the two parties; bu
4011	2874	2874	0.480347	1	Pulling an oar in the Jeroboam’s boat, was a man of a singular appearance, even in that wild whaling life where individu
4012	1054	1054	0.137913	1	He was a small, short, youngish man, sprinkled all over his face with freckles, and wearing redundant yellow hair.
4013	1594	1594	0.382800	1	A long-skirted, cabalistically-cut coat of a faded walnut tinge enveloped him; the overlapping sleeves of which were rol
4014	928	928	0.220486	1	A deep, settled, fanatic delirium was in his eyes.
4015	688	688	0.129719	1	So soon as this figure had been first descried, Stubb had exclaimed—“That’s he!
4016	1790	1790	0.297514	1	that’s he!—the long-togged scaramouch the Town-Ho’s company told us of!” Stubb here alluded to a strange story told of t
4017	1790	1790	0.282244	1	According to this account and what was subsequently learned, it seemed that the scaramouch in question had gained a wond
4018	2215	2215	0.296592	1	His story was this: He had been originally nurtured among the crazy society of Neskyeuna Shakers, where he had been a gr
4019	1054	1054	0.109896	1	A strange, apostolic whim having seized him, he had left Neskyeuna for Nantucket, where, with that cunning peculiar to c
4020	1869	1869	0.164779	1	They engaged him; but straightway upon the ship’s getting out of sight of land, his insanity broke out in a freshet.
4021	1888	1888	0.010040	1	He announced himself as the archangel Gabriel, and commanded the captain to jump overboard.
4022	2208	2208	0.762558	1	He published his manifesto, whereby he set himself forth as the deliverer of the isles of the sea and vicar-general of a
4023	1054	1054	0.017408	1	The unflinching earnestness with which he declared these things;—the dark, daring play of his sleepless, excited imagina
4024	1888	1888	0.719710	1	Moreover, they were afraid of him.
4025	1790	1790	0.120649	1	As such a man, however, was not of much practical use in the ship, especially as he refused to work except when he pleas
4026	548	548	0.168606	1	So strongly did he work upon his disciples among the crew, that at last in a body they went to the captain and told him 
4027	1888	1888	0.085826	1	He was therefore forced to relinquish his plan.
4028	2761	2761	0.342864	1	Nor would they permit Gabriel to be any way maltreated, say or do what he would; so that it came to pass that Gabriel ha
4029	746	746	0.384199	1	The consequence of all this was, that the archangel cared little or nothing for the captain and mates; and since the epi
4030	232	232	0.430599	1	The sailors, mostly poor devils, cringed, and some of them fawned before him; in obedience to his instructions, sometime
4031	1678	1678	0.137452	1	Such things may seem incredible; but, however wondrous, they are true.
4032	674	674	0.771651	1	Nor is the history of fanatics half so striking in respect to the measureless self-deception of the fanatic himself, as 
4033	1869	1869	0.143929	1	But it is time to return to the Pequod.
4034	1102	1102	0.029970	1	“I fear not thy epidemic, man,” said Ahab from the bulwarks, to Captain Mayhew, who stood in the boat’s stern; “come on 
4035	2659	2659	1.109695	1	“Think, think of the fevers, yellow and bilious!
4036	1888	1888	0.151919	1	Beware of the horrible plague!” “Gabriel!
4037	8	8	0.259294	1	Gabriel!” cried Captain Mayhew; “thou must either—” But that instant a headlong wave shot the boat far ahead, and its se
4038	2148	2148	0.350253	1	“Hast thou seen the White Whale?” demanded Ahab, when the boat drifted back.
4039	2659	2659	1.109695	1	“Think, think of thy whale-boat, stoven and sunk!
4040	1888	1888	0.082953	1	Beware of the horrible tail!” “I tell thee again, Gabriel, that—” But again the boat tore ahead as if dragged by fiends.
4041	2874	2874	0.614796	1	Nothing was said for some moments, while a succession of riotous waves rolled by, which by one of those occasional capri
4042	1888	1888	0.112593	1	Meantime, the hoisted sperm whale’s head jogged about very violently, and Gabriel was seen eyeing it with rather more ap
4043	1627	1627	0.076715	1	When this interlude was over, Captain Mayhew began a dark story concerning Moby Dick; not, however, without frequent int
4044	3058	3058	0.009512	1	It seemed that the Jeroboam had not long left home, when upon speaking a whale-ship, her people were reliably apprised o
4045	1888	1888	0.070723	1	Greedily sucking in this intelligence, Gabriel solemnly warned the captain against attacking the White Whale, in case th
4046	1371	1371	0.158769	1	But when, some year or two afterwards, Moby Dick was fairly sighted from the mast-heads, Macey, the chief mate, burned w
4047	386	386	0.076859	1	With them he pushed off; and, after much weary pulling, and many perilous, unsuccessful onsets, he at last succeeded in 
4048	1888	1888	0.164191	1	Meantime, Gabriel, ascending to the main-royal mast-head, was tossing one arm in frantic gestures, and hurling forth pro
4049	8	8	0.028090	1	Now, while Macey, the mate, was standing up in his boat’s bow, and with all the reckless energy of his tribe was venting
4050	2874	2874	0.156684	1	a broad white shadow rose from the sea; by its quick, fanning motion, temporarily taking the breath out of the bodies of
4051	2672	2672	0.157443	1	Next instant, the luckless mate, so full of furious life, was smitten bodily into the air, and making a long arc in his 
4052	2874	2874	0.445516	1	Not a chip of the boat was harmed, nor a hair of any oarsman’s head; but the mate for ever sank.
4053	1718	1718	0.269963	1	It is well to parenthesize here, that of the fatal accidents in the Sperm-Whale Fishery, this kind is perhaps almost as 
4054	2660	2660	0.132829	1	Sometimes, nothing is injured but the man who is thus annihilated; oftener the boat’s bow is knocked off, or the thigh-b
4055	294	294	0.059057	1	But strangest of all is the circumstance, that in more instances than one, when the body has been recovered, not a singl
4056	2073	2073	0.012594	1	The whole calamity, with the falling form of Macey, was plainly descried from the ship.
4057	1790	1790	0.008047	1	Raising a piercing shriek—“The vial!
4058	2073	2073	0.851439	1	the vial!” Gabriel called off the terror-stricken crew from the further hunting of the whale.
4059	2874	2874	0.048323	1	This terrible event clothed the archangel with added influence; because his credulous disciples believed that he had spe
4060	2874	2874	0.273681	1	He became a nameless terror to the ship.
4061	1790	1790	0.560665	1	Mayhew having concluded his narration, Ahab put such questions to him, that the stranger captain could not forbear inqui
4062	1795	1795	0.385328	1	To which Ahab answered—“Aye.” Straightway, then, Gabriel once more started to his feet, glaring upon the old man, and ve
4063	1888	1888	0.505074	1	Starbuck, look over the bag.” Every whale-ship takes out a goodly number of letters for various ships, whose delivery to
4064	746	746	0.013048	1	Thus, most letters never reach their mark; and many are only received after attaining an age of two or three years or mo
4065	2369	2369	0.380864	1	Soon Starbuck returned with a letter in his hand.
4066	2874	2874	0.176264	1	It was sorely tumbled, damp, and covered with a dull, spotted, green mould, in consequence of being kept in a dark locke
4067	2031	2031	0.023258	1	Of such a letter, Death himself might well have been the post-boy.
4068	8	8	0.020550	1	“Can’st not read it?” cried Ahab.
4069	1790	1790	0.010984	1	Aye, aye, it’s but a dim scrawl;—what’s this?” As he was studying it out, Starbuck took a long cutting-spade pole, and w
4070	1888	1888	0.540260	1	Meantime, Ahab holding the letter, muttered, “Mr.
4071	1888	1888	0.138697	1	Har—yes, Mr. Harry—(a woman’s pinny hand,—the man’s wife, I’ll wager)—Aye—Mr.
4072	1790	1790	0.109569	1	Harry Macey, Ship Jeroboam;—why it’s Macey, and he’s dead!” “Poor fellow!
4073	548	548	0.897052	1	and from his wife,” sighed Mayhew; “but let me have it.” “Nay, keep it thyself,” cried Gabriel to Ahab; “thou art soon g
4074	688	688	0.028051	1	“Captain Mayhew, stand by now to receive it”; and taking the fatal missive from Starbuck’s hands, he caught it in the sl
4075	1594	1594	0.165340	1	But as he did so, the oarsmen expectantly desisted from rowing; the boat drifted a little towards the ship’s stern; so t
4076	1888	1888	0.213978	1	He clutched it in an instant, seized the boat-knife, and impaling the letter on it, sent it thus loaded back into the sh
4077	1888	1888	0.096020	1	It fell at Ahab’s feet.
4078	1275	1275	0.099737	1	Then Gabriel shrieked out to his comrades to give way with their oars, and in that manner the mutinous boat rapidly shot
4079	1790	1790	0.288752	1	As, after this interlude, the seamen resumed their work upon the jacket of the whale, many strange things were hinted in
4080	2659	2659	0.178861	1	In the tumultuous business of cutting-in and attending to a whale, there is much running backwards and forwards among th
4081	1790	1790	0.180964	1	Now hands are wanted here, and then again hands are wanted there.
4082	592	592	0.405424	1	There is no staying in any one place; for at one and the same time everything has to be done everywhere.
4083	62	62	0.264357	1	It is much the same with him who endeavors the description of the scene.
4084	246	246	0.660357	1	We must now retrace our way a little.
4085	8	8	0.030220	1	It was mentioned that upon first breaking ground in the whale’s back, the blubber-hook was inserted into the original ho
4086	2469	2469	0.160447	1	But how did so clumsy and weighty a mass as that same hook get fixed in that hole?
4087	1888	1888	0.070862	1	It was inserted there by my particular friend Queequeg, whose duty it was, as harpooneer, to descend upon the monster’s 
4088	2659	2659	1.089753	1	But in very many cases, circumstances require that the harpooneer shall remain on the whale till the whole flensing or s
4089	1888	1888	0.068238	1	The whale, be it observed, lies almost entirely submerged, excepting the immediate parts operated upon.
4090	2073	2073	0.032841	1	So down there, some ten feet below the level of the deck, the poor harpooneer flounders about, half on the whale and hal
4091	2528	2528	0.280201	1	On the occasion in question, Queequeg figured in the Highland costume—a shirt and socks—in which to my eyes, at least, h
4092	2073	2073	0.235563	1	Being the savage’s bowsman, that is, the person who pulled the bow-oar in his boat (the second one from forward), it was
4093	1888	1888	0.177338	1	You have seen Italian organ-boys holding a dancing-ape by a long cord.
4094	8	8	0.476766	1	Just so, from the ship’s steep side, did I hold Queequeg down there in the sea, by what is technically called in the fis
4095	2468	2468	0.080725	1	It was a humorously perilous business for both of us.
4096	540	540	0.217094	1	For, before we proceed further, it must be said that the monkey-rope was fast at both ends; fast to Queequeg’s broad can
4097	541	541	0.810245	1	So that for better or for worse, we two, for the time, were wedded; and should poor Queequeg sink to rise no more, then 
4098	2319	2319	0.202171	1	So, then, an elongated Siamese ligature united us.
4099	1888	1888	0.094407	1	Queequeg was my own inseparable twin brother; nor could I any way get rid of the dangerous liabilities which the hempen 
4100	548	548	0.292597	1	So strongly and metaphysically did I conceive of my situation then, that while earnestly watching his motions, I seemed 
4101	1888	1888	0.092457	1	Therefore, I saw that here was a sort of interregnum in Providence; for its even-handed equity never could have so gross
4102	1642	1642	0.086146	1	And yet still further pondering—while I jerked him now and then from between the whale and ship, which would threaten to
4103	2287	2287	0.299631	1	If your banker breaks, you snap; if your apothecary by mistake sends you poison in your pills, you die.
4104	1098	1098	0.239765	1	True, you may say that, by exceeding caution, you may possibly escape these and the multitudinous other evil chances of 
4105	1594	1594	0.209135	1	But handle Queequeg’s monkey-rope heedfully as I would, sometimes he jerked it so, that I came very near sliding overboa
4106	62	62	0.559823	1	Nor could I possibly forget that, do what I would, I only had the management of one end of it.
4107	1790	1790	0.036306	1	* *The monkey-rope is found in all whalers; but it was only in the Pequod that the monkey and his holder were ever tied 
4108	2659	2659	0.818790	1	This improvement upon the original usage was introduced by no less a man than Stubb, in order to afford the imperilled h
4109	1642	1642	0.434681	1	I have hinted that I would often jerk poor Queequeg from between the whale and the ship—where he would occasionally fall
4110	378	378	1.618804	1	But this was not the only jamming jeopardy he was exposed to.
4111	1594	1594	0.249406	1	Unappalled by the massacre made upon them during the night, the sharks now freshly and more keenly allured by the before
4112	548	548	1.053420	1	And right in among those sharks was Queequeg; who often pushed them aside with his floundering feet.
4113	1934	1934	0.020193	1	A thing altogether incredible were it not that attracted by such prey as a dead whale, the otherwise miscellaneously car
4114	1888	1888	0.507192	1	Nevertheless, it may well be believed that since they have such a ravenous finger in the pie, it is deemed but wise to l
4115	1594	1594	0.601473	1	Accordingly, besides the monkey-rope, with which I now and then jerked the poor fellow from too close a vicinity to the 
4116	2609	2609	0.438706	1	Suspended over the side in one of the stages, Tashtego and Daggoo continually flourished over his head a couple of keen 
4117	429	429	0.087085	1	This procedure of theirs, to be sure, was very disinterested and benevolent of them.
4118	1642	1642	2.089944	1	They meant Queequeg’s best happiness, I admit; but in their hasty zeal to befriend him, and from the circumstance that b
4119	1405	1405	0.143288	1	But poor Queequeg, I suppose, straining and gasping there with that great iron hook—poor Queequeg, I suppose, only praye
4120	1843	1843	0.522966	1	Well, well, my dear comrade and twin-brother, thought I, as I drew in and then slacked off the rope to every swell of th
4121	1210	1210	0.236474	1	Are you not the precious image of each and all of us men in this whaling world?
4122	1790	1790	0.316384	1	That unsounded ocean you gasp in, is Life; those sharks, your foes; those spades, your friends; and what between sharks 
4123	1888	1888	0.074932	1	there is good cheer in store for you, Queequeg.
4124	1600	1600	0.403964	1	For now, as with blue lips and blood-shot eyes the exhausted savage at last climbs up the chains and stands all dripping
4125	2094	2094	0.467498	1	hands him a cup of tepid ginger and water!
4126	1594	1594	0.496816	1	Do I smell ginger?” suspiciously asked Stubb, coming near.
4127	688	688	0.681044	1	“Yes, this must be ginger,” peering into the as yet untasted cup.
4128	1797	1797	0.246705	1	Then standing as if incredulous for a while, he calmly walked towards the astonished steward slowly saying, “Ginger?
4129	427	427	0.355171	1	and will you have the goodness to tell me, Mr. Dough-Boy, where lies the virtue of ginger?
4130	1731	1731	0.074178	1	is ginger the sort of fuel you use, Dough-boy, to kindle a fire in this shivering cannibal?
4131	1888	1888	0.738914	1	Ginger!—what the devil is ginger?
4132	686	686	0.156980	1	firewood?—lucifer matches?—tinder?—gunpowder?—what the devil is ginger, I say, that you offer this cup to our poor Queeq
4133	1074	1074	0.179768	1	“Will you look at that kannakin, sir: smell of it, if you please.” Then watching the mate’s countenance, he added, “The 
4134	674	674	0.793938	1	Is the steward an apothecary, sir?
4135	688	688	0.201004	1	and may I ask whether this is the sort of bitters by which he blows back the life into a half-drowned man?” “I trust not
4136	548	548	0.632786	1	You have got out insurances on our lives and want to murder us all, and pocket the proceeds, do ye?” “It was not me,” cr
4137	1790	1790	0.108753	1	and run along with ye to the lockers, and get something better.
