# generated_utc	2026-08-14T19:14:46+00:00
# script	probe_v11.py
# python	3.11.15
# torch	2.9.0+cu128
# transformers	4.57.1
# device	cuda:0
# gpu	NVIDIA GeForce RTX 5060 Laptop GPU
# revision	607a30d783dfa663caf39e06633721c8d4cfcd7e
# layer	5
# tf32_matmul	False
# tf32_cudnn	False
# theta_sha256	113687a222f8cf98039222c27b39aaf716493e5e8c1db94ea4e6544e0814088c
# n_rows	78
branch	variant	carrier_id	n	retained_541_n	retained_541_rate	raw_completion_541_mean	raw_completion_541_median	raw_completion_increment_mean	raw_completion_increment_median	peak_541_mean	peak_541_median	signed_541_margin_mean	signed_541_margin_median	completion_is_target_peak_n	member_case_ids
REPEAT_CONNECTOR	AND	THEY_SAID	12	1	0.083333	2.909393	2.93483	2.919098	2.942197	2.909393	2.93483	-0.980198	-1.198921	12	["REPEAT_CONNECTOR__AFTER_WAVE__AND__THEY_SAID__NONE", "REPEAT_CONNECTOR__AFTER_DAY__AND__THEY_SAID__NONE", "REPEAT_CONNECTOR__AFTER_MILE__AND__THEY_SAID__NONE", "REPEAT_CONNECTOR__BY_ONE__AND__THEY_SAID__NONE", "REPEAT_CONNECTOR__BY_ZONE__AND__THEY_SAID__NONE", "REPEAT_CONNECTOR__BY_STEP__AND__THEY_SAID__NONE", "REPEAT_CONNECTOR__AND_ROUND__AND__THEY_SAID__NONE", "REPEAT_CONNECTOR__AND_AGAIN__AND__THEY_SAID__NONE", "REPEAT_CONNECTOR__AND_TIME__AND__THEY_SAID__NONE", "REPEAT_CONNECTOR__TO_HAND__AND__THEY_SAID__NONE", "REPEAT_CONNECTOR__TO_FACE__AND__THEY_SAID__NONE", "REPEAT_CONNECTOR__TO_SHOULDER__AND__THEY_SAID__NONE"]
REPEAT_CONNECTOR	AND	THE_PHRASE	12	1	0.083333	2.585167	2.537975	2.594334	2.544104	2.585167	2.537975	-1.062788	-1.197787	12	["REPEAT_CONNECTOR__AFTER_WAVE__AND__THE_PHRASE__NONE", "REPEAT_CONNECTOR__AFTER_DAY__AND__THE_PHRASE__NONE", "REPEAT_CONNECTOR__AFTER_MILE__AND__THE_PHRASE__NONE", "REPEAT_CONNECTOR__BY_ONE__AND__THE_PHRASE__NONE", "REPEAT_CONNECTOR__BY_ZONE__AND__THE_PHRASE__NONE", "REPEAT_CONNECTOR__BY_STEP__AND__THE_PHRASE__NONE", "REPEAT_CONNECTOR__AND_ROUND__AND__THE_PHRASE__NONE", "REPEAT_CONNECTOR__AND_AGAIN__AND__THE_PHRASE__NONE", "REPEAT_CONNECTOR__AND_TIME__AND__THE_PHRASE__NONE", "REPEAT_CONNECTOR__TO_HAND__AND__THE_PHRASE__NONE", "REPEAT_CONNECTOR__TO_FACE__AND__THE_PHRASE__NONE", "REPEAT_CONNECTOR__TO_SHOULDER__AND__THE_PHRASE__NONE"]
REPEAT_CONNECTOR	AND	V9_SPACE	12	1	0.083333	2.853856	2.898181	2.866769	2.907823	2.853856	2.898181	-0.817983	-0.876618	12	["REPEAT_CONNECTOR__AFTER_WAVE__AND__V9_SPACE__NONE", "REPEAT_CONNECTOR__AFTER_DAY__AND__V9_SPACE__NONE", "REPEAT_CONNECTOR__AFTER_MILE__AND__V9_SPACE__NONE", "REPEAT_CONNECTOR__BY_ONE__AND__V9_SPACE__NONE", "REPEAT_CONNECTOR__BY_ZONE__AND__V9_SPACE__NONE", "REPEAT_CONNECTOR__BY_STEP__AND__V9_SPACE__NONE", "REPEAT_CONNECTOR__AND_ROUND__AND__V9_SPACE__NONE", "REPEAT_CONNECTOR__AND_AGAIN__AND__V9_SPACE__NONE", "REPEAT_CONNECTOR__AND_TIME__AND__V9_SPACE__NONE", "REPEAT_CONNECTOR__TO_HAND__AND__V9_SPACE__NONE", "REPEAT_CONNECTOR__TO_FACE__AND__V9_SPACE__NONE", "REPEAT_CONNECTOR__TO_SHOULDER__AND__V9_SPACE__NONE"]
REPEAT_CONNECTOR	BY	BARE	12	7	0.583333	3.099294	3.133013	3.211404	3.24987	3.099294	3.133013	0.055111	0.138105	12	["REPEAT_CONNECTOR__AFTER_WAVE__BY__BARE__NONE", "REPEAT_CONNECTOR__AFTER_DAY__BY__BARE__NONE", "REPEAT_CONNECTOR__AFTER_MILE__BY__BARE__NONE", "REPEAT_CONNECTOR__BY_ONE__BY__BARE__NONE", "REPEAT_CONNECTOR__BY_ZONE__BY__BARE__NONE", "REPEAT_CONNECTOR__BY_STEP__BY__BARE__NONE", "REPEAT_CONNECTOR__AND_ROUND__BY__BARE__NONE", "REPEAT_CONNECTOR__AND_AGAIN__BY__BARE__NONE", "REPEAT_CONNECTOR__AND_TIME__BY__BARE__NONE", "REPEAT_CONNECTOR__TO_HAND__BY__BARE__NONE", "REPEAT_CONNECTOR__TO_FACE__BY__BARE__NONE", "REPEAT_CONNECTOR__TO_SHOULDER__BY__BARE__NONE"]
REPEAT_CONNECTOR	BY	THEY_SAID	12	7	0.583333	3.341871	3.67478	3.405967	3.716502	3.341871	3.67478	0.097211	0.211201	12	["REPEAT_CONNECTOR__AFTER_WAVE__BY__THEY_SAID__NONE", "REPEAT_CONNECTOR__AFTER_DAY__BY__THEY_SAID__NONE", "REPEAT_CONNECTOR__AFTER_MILE__BY__THEY_SAID__NONE", "REPEAT_CONNECTOR__BY_ONE__BY__THEY_SAID__NONE", "REPEAT_CONNECTOR__BY_ZONE__BY__THEY_SAID__NONE", "REPEAT_CONNECTOR__BY_STEP__BY__THEY_SAID__NONE", "REPEAT_CONNECTOR__AND_ROUND__BY__THEY_SAID__NONE", "REPEAT_CONNECTOR__AND_AGAIN__BY__THEY_SAID__NONE", "REPEAT_CONNECTOR__AND_TIME__BY__THEY_SAID__NONE", "REPEAT_CONNECTOR__TO_HAND__BY__THEY_SAID__NONE", "REPEAT_CONNECTOR__TO_FACE__BY__THEY_SAID__NONE", "REPEAT_CONNECTOR__TO_SHOULDER__BY__THEY_SAID__NONE"]
REPEAT_CONNECTOR	BY	THE_PHRASE	12	5	0.416667	3.30396	3.277515	3.382541	3.323765	3.30396	3.277515	-0.101756	-0.02607	12	["REPEAT_CONNECTOR__AFTER_WAVE__BY__THE_PHRASE__NONE", "REPEAT_CONNECTOR__AFTER_DAY__BY__THE_PHRASE__NONE", "REPEAT_CONNECTOR__AFTER_MILE__BY__THE_PHRASE__NONE", "REPEAT_CONNECTOR__BY_ONE__BY__THE_PHRASE__NONE", "REPEAT_CONNECTOR__BY_ZONE__BY__THE_PHRASE__NONE", "REPEAT_CONNECTOR__BY_STEP__BY__THE_PHRASE__NONE", "REPEAT_CONNECTOR__AND_ROUND__BY__THE_PHRASE__NONE", "REPEAT_CONNECTOR__AND_AGAIN__BY__THE_PHRASE__NONE", "REPEAT_CONNECTOR__AND_TIME__BY__THE_PHRASE__NONE", "REPEAT_CONNECTOR__TO_HAND__BY__THE_PHRASE__NONE", "REPEAT_CONNECTOR__TO_FACE__BY__THE_PHRASE__NONE", "REPEAT_CONNECTOR__TO_SHOULDER__BY__THE_PHRASE__NONE"]
REPEAT_CONNECTOR	BY	V9_SPACE	12	5	0.416667	3.296417	3.39326	3.394384	3.450811	3.296417	3.39326	-0.045846	-0.057529	12	["REPEAT_CONNECTOR__AFTER_WAVE__BY__V9_SPACE__NONE", "REPEAT_CONNECTOR__AFTER_DAY__BY__V9_SPACE__NONE", "REPEAT_CONNECTOR__AFTER_MILE__BY__V9_SPACE__NONE", "REPEAT_CONNECTOR__BY_ONE__BY__V9_SPACE__NONE", "REPEAT_CONNECTOR__BY_ZONE__BY__V9_SPACE__NONE", "REPEAT_CONNECTOR__BY_STEP__BY__V9_SPACE__NONE", "REPEAT_CONNECTOR__AND_ROUND__BY__V9_SPACE__NONE", "REPEAT_CONNECTOR__AND_AGAIN__BY__V9_SPACE__NONE", "REPEAT_CONNECTOR__AND_TIME__BY__V9_SPACE__NONE", "REPEAT_CONNECTOR__TO_HAND__BY__V9_SPACE__NONE", "REPEAT_CONNECTOR__TO_FACE__BY__V9_SPACE__NONE", "REPEAT_CONNECTOR__TO_SHOULDER__BY__V9_SPACE__NONE"]
REPEAT_CONNECTOR	OR	BARE	12	1	0.083333	2.718798	2.849612	2.723038	2.857158	2.718798	2.849612	-0.889515	-0.86239	12	["REPEAT_CONNECTOR__AFTER_WAVE__OR__BARE__NONE", "REPEAT_CONNECTOR__AFTER_DAY__OR__BARE__NONE", "REPEAT_CONNECTOR__AFTER_MILE__OR__BARE__NONE", "REPEAT_CONNECTOR__BY_ONE__OR__BARE__NONE", "REPEAT_CONNECTOR__BY_ZONE__OR__BARE__NONE", "REPEAT_CONNECTOR__BY_STEP__OR__BARE__NONE", "REPEAT_CONNECTOR__AND_ROUND__OR__BARE__NONE", "REPEAT_CONNECTOR__AND_AGAIN__OR__BARE__NONE", "REPEAT_CONNECTOR__AND_TIME__OR__BARE__NONE", "REPEAT_CONNECTOR__TO_HAND__OR__BARE__NONE", "REPEAT_CONNECTOR__TO_FACE__OR__BARE__NONE", "REPEAT_CONNECTOR__TO_SHOULDER__OR__BARE__NONE"]
REPEAT_CONNECTOR	OR	THEY_SAID	12	0	0.0	2.055897	2.150639	2.056308	2.150774	2.055897	2.150639	-1.493378	-1.643235	12	["REPEAT_CONNECTOR__AFTER_WAVE__OR__THEY_SAID__NONE", "REPEAT_CONNECTOR__AFTER_DAY__OR__THEY_SAID__NONE", "REPEAT_CONNECTOR__AFTER_MILE__OR__THEY_SAID__NONE", "REPEAT_CONNECTOR__BY_ONE__OR__THEY_SAID__NONE", "REPEAT_CONNECTOR__BY_ZONE__OR__THEY_SAID__NONE", "REPEAT_CONNECTOR__BY_STEP__OR__THEY_SAID__NONE", "REPEAT_CONNECTOR__AND_ROUND__OR__THEY_SAID__NONE", "REPEAT_CONNECTOR__AND_AGAIN__OR__THEY_SAID__NONE", "REPEAT_CONNECTOR__AND_TIME__OR__THEY_SAID__NONE", "REPEAT_CONNECTOR__TO_HAND__OR__THEY_SAID__NONE", "REPEAT_CONNECTOR__TO_FACE__OR__THEY_SAID__NONE", "REPEAT_CONNECTOR__TO_SHOULDER__OR__THEY_SAID__NONE"]
REPEAT_CONNECTOR	OR	THE_PHRASE	12	0	0.0	2.123981	2.163685	2.125292	2.165924	2.123981	2.163685	-1.477132	-1.518955	12	["REPEAT_CONNECTOR__AFTER_WAVE__OR__THE_PHRASE__NONE", "REPEAT_CONNECTOR__AFTER_DAY__OR__THE_PHRASE__NONE", "REPEAT_CONNECTOR__AFTER_MILE__OR__THE_PHRASE__NONE", "REPEAT_CONNECTOR__BY_ONE__OR__THE_PHRASE__NONE", "REPEAT_CONNECTOR__BY_ZONE__OR__THE_PHRASE__NONE", "REPEAT_CONNECTOR__BY_STEP__OR__THE_PHRASE__NONE", "REPEAT_CONNECTOR__AND_ROUND__OR__THE_PHRASE__NONE", "REPEAT_CONNECTOR__AND_AGAIN__OR__THE_PHRASE__NONE", "REPEAT_CONNECTOR__AND_TIME__OR__THE_PHRASE__NONE", "REPEAT_CONNECTOR__TO_HAND__OR__THE_PHRASE__NONE", "REPEAT_CONNECTOR__TO_FACE__OR__THE_PHRASE__NONE", "REPEAT_CONNECTOR__TO_SHOULDER__OR__THE_PHRASE__NONE"]
REPEAT_CONNECTOR	OR	V9_SPACE	12	1	0.083333	2.631078	2.791592	2.634088	2.793937	2.631078	2.791592	-1.009341	-0.956569	12	["REPEAT_CONNECTOR__AFTER_WAVE__OR__V9_SPACE__NONE", "REPEAT_CONNECTOR__AFTER_DAY__OR__V9_SPACE__NONE", "REPEAT_CONNECTOR__AFTER_MILE__OR__V9_SPACE__NONE", "REPEAT_CONNECTOR__BY_ONE__OR__V9_SPACE__NONE", "REPEAT_CONNECTOR__BY_ZONE__OR__V9_SPACE__NONE", "REPEAT_CONNECTOR__BY_STEP__OR__V9_SPACE__NONE", "REPEAT_CONNECTOR__AND_ROUND__OR__V9_SPACE__NONE", "REPEAT_CONNECTOR__AND_AGAIN__OR__V9_SPACE__NONE", "REPEAT_CONNECTOR__AND_TIME__OR__V9_SPACE__NONE", "REPEAT_CONNECTOR__TO_HAND__OR__V9_SPACE__NONE", "REPEAT_CONNECTOR__TO_FACE__OR__V9_SPACE__NONE", "REPEAT_CONNECTOR__TO_SHOULDER__OR__V9_SPACE__NONE"]
REPEAT_CONNECTOR	TO	BARE	12	6	0.5	2.405354	2.720204	2.432936	2.792813	2.405354	2.720204	-0.612683	-0.027648	12	["REPEAT_CONNECTOR__AFTER_WAVE__TO__BARE__NONE", "REPEAT_CONNECTOR__AFTER_DAY__TO__BARE__NONE", "REPEAT_CONNECTOR__AFTER_MILE__TO__BARE__NONE", "REPEAT_CONNECTOR__BY_ONE__TO__BARE__NONE", "REPEAT_CONNECTOR__BY_ZONE__TO__BARE__NONE", "REPEAT_CONNECTOR__BY_STEP__TO__BARE__NONE", "REPEAT_CONNECTOR__AND_ROUND__TO__BARE__NONE", "REPEAT_CONNECTOR__AND_AGAIN__TO__BARE__NONE", "REPEAT_CONNECTOR__AND_TIME__TO__BARE__NONE", "REPEAT_CONNECTOR__TO_HAND__TO__BARE__NONE", "REPEAT_CONNECTOR__TO_FACE__TO__BARE__NONE", "REPEAT_CONNECTOR__TO_SHOULDER__TO__BARE__NONE"]
REPEAT_CONNECTOR	TO	THEY_SAID	12	4	0.333333	3.063524	2.973495	3.07515	2.980542	3.063524	2.973495	-0.332451	-0.393753	12	["REPEAT_CONNECTOR__AFTER_WAVE__TO__THEY_SAID__NONE", "REPEAT_CONNECTOR__AFTER_DAY__TO__THEY_SAID__NONE", "REPEAT_CONNECTOR__AFTER_MILE__TO__THEY_SAID__NONE", "REPEAT_CONNECTOR__BY_ONE__TO__THEY_SAID__NONE", "REPEAT_CONNECTOR__BY_ZONE__TO__THEY_SAID__NONE", "REPEAT_CONNECTOR__BY_STEP__TO__THEY_SAID__NONE", "REPEAT_CONNECTOR__AND_ROUND__TO__THEY_SAID__NONE", "REPEAT_CONNECTOR__AND_AGAIN__TO__THEY_SAID__NONE", "REPEAT_CONNECTOR__AND_TIME__TO__THEY_SAID__NONE", "REPEAT_CONNECTOR__TO_HAND__TO__THEY_SAID__NONE", "REPEAT_CONNECTOR__TO_FACE__TO__THEY_SAID__NONE", "REPEAT_CONNECTOR__TO_SHOULDER__TO__THEY_SAID__NONE"]
REPEAT_CONNECTOR	TO	THE_PHRASE	12	4	0.333333	2.922421	2.994018	2.949796	3.069504	2.922421	2.994018	-0.50398	-0.372519	12	["REPEAT_CONNECTOR__AFTER_WAVE__TO__THE_PHRASE__NONE", "REPEAT_CONNECTOR__AFTER_DAY__TO__THE_PHRASE__NONE", "REPEAT_CONNECTOR__AFTER_MILE__TO__THE_PHRASE__NONE", "REPEAT_CONNECTOR__BY_ONE__TO__THE_PHRASE__NONE", "REPEAT_CONNECTOR__BY_ZONE__TO__THE_PHRASE__NONE", "REPEAT_CONNECTOR__BY_STEP__TO__THE_PHRASE__NONE", "REPEAT_CONNECTOR__AND_ROUND__TO__THE_PHRASE__NONE", "REPEAT_CONNECTOR__AND_AGAIN__TO__THE_PHRASE__NONE", "REPEAT_CONNECTOR__AND_TIME__TO__THE_PHRASE__NONE", "REPEAT_CONNECTOR__TO_HAND__TO__THE_PHRASE__NONE", "REPEAT_CONNECTOR__TO_FACE__TO__THE_PHRASE__NONE", "REPEAT_CONNECTOR__TO_SHOULDER__TO__THE_PHRASE__NONE"]
REPEAT_CONNECTOR	TO	V9_SPACE	12	4	0.333333	2.635366	2.471388	2.658037	2.480635	2.635366	2.471388	-0.774873	-0.965313	12	["REPEAT_CONNECTOR__AFTER_WAVE__TO__V9_SPACE__NONE", "REPEAT_CONNECTOR__AFTER_DAY__TO__V9_SPACE__NONE", "REPEAT_CONNECTOR__AFTER_MILE__TO__V9_SPACE__NONE", "REPEAT_CONNECTOR__BY_ONE__TO__V9_SPACE__NONE", "REPEAT_CONNECTOR__BY_ZONE__TO__V9_SPACE__NONE", "REPEAT_CONNECTOR__BY_STEP__TO__V9_SPACE__NONE", "REPEAT_CONNECTOR__AND_ROUND__TO__V9_SPACE__NONE", "REPEAT_CONNECTOR__AND_AGAIN__TO__V9_SPACE__NONE", "REPEAT_CONNECTOR__AND_TIME__TO__V9_SPACE__NONE", "REPEAT_CONNECTOR__TO_HAND__TO__V9_SPACE__NONE", "REPEAT_CONNECTOR__TO_FACE__TO__V9_SPACE__NONE", "REPEAT_CONNECTOR__TO_SHOULDER__TO__V9_SPACE__NONE"]
