# generated_utc	2026-08-14T19:14:46+00:00
# script	probe_v11.py
# python	3.11.15
# torch	2.9.0+cu128
# transformers	4.57.1
# device	cuda:0
# gpu	NVIDIA GeForce RTX 5060 Laptop GPU
# revision	607a30d783dfa663caf39e06633721c8d4cfcd7e
# layer	5
# tf32_matmul	False
# tf32_cudnn	False
# theta_sha256	113687a222f8cf98039222c27b39aaf716493e5e8c1db94ea4e6544e0814088c
# n_rows	1034
comparison_id	comparison_type	branch	seed_id	carrier_id	baseline_variant	variant	baseline_case_id	case_id	baseline_string	string	strict_token_position_match	baseline_pre_second_body_tokens	pre_second_body_tokens	baseline_second_realised_tokens	second_realised_tokens	raw_completion_541_change	raw_completion_increment_change	peak_541_change	signed_541_margin_change	baseline_dest	dest	baseline_retained_541	retained_541	retention_changed	native_connector	frame_class	source_provenance	completion_token_match	second_token_count_match
REPEAT_CONNECTOR__TO_HAND__TO__BARE__NONE__TO__AND	WITHIN_CARRIER	REPEAT_CONNECTOR	TO_HAND	BARE	TO	AND	REPEAT_CONNECTOR__TO_HAND__TO__BARE__NONE	REPEAT_CONNECTOR__TO_HAND__AND__BARE__NONE	hand to hand	hand and hand	1	2	2	1	1	-0.709121	-0.727108	-0.709121	-1.494645	541	2659	1	0	1	to	KNOWN_REPEAT	V9_ATTESTED		
REPEAT_CONNECTOR__TO_HAND__TO__BARE__NONE__TO__OR	WITHIN_CARRIER	REPEAT_CONNECTOR	TO_HAND	BARE	TO	OR	REPEAT_CONNECTOR__TO_HAND__TO__BARE__NONE	REPEAT_CONNECTOR__TO_HAND__OR__BARE__NONE	hand to hand	hand or hand	1	2	2	1	1	-1.141279	-1.175296	-1.141279	-1.692933	541	2659	1	0	1	to	KNOWN_REPEAT	V9_ATTESTED		
REPEAT_CONNECTOR__TO_HAND__TO__BARE__NONE__TO__BY	WITHIN_CARRIER	REPEAT_CONNECTOR	TO_HAND	BARE	TO	BY	REPEAT_CONNECTOR__TO_HAND__TO__BARE__NONE	REPEAT_CONNECTOR__TO_HAND__BY__BARE__NONE	hand to hand	hand by hand	1	2	2	1	1	-0.445612	-0.356837	-0.445612	-0.122155	541	541	1	1	0	to	KNOWN_REPEAT	V9_ATTESTED		
REPEAT_CONNECTOR__TO_HAND__TO__BARE__NONE__TO__AFTER	WITHIN_CARRIER	REPEAT_CONNECTOR	TO_HAND	BARE	TO	AFTER	REPEAT_CONNECTOR__TO_HAND__TO__BARE__NONE	REPEAT_CONNECTOR__TO_HAND__AFTER__BARE__NONE	hand to hand	hand after hand	1	2	2	1	1	-0.996823	-0.955095	-0.996823	-0.791546	541	1738	1	0	1	to	KNOWN_REPEAT	V9_ATTESTED		
REPEAT_CONNECTOR__TO_HAND__TO__V9_SPACE__NONE__TO__AND	WITHIN_CARRIER	REPEAT_CONNECTOR	TO_HAND	V9_SPACE	TO	AND	REPEAT_CONNECTOR__TO_HAND__TO__V9_SPACE__NONE	REPEAT_CONNECTOR__TO_HAND__AND__V9_SPACE__NONE	 hand to hand	 hand and hand	1	2	2	1	1	-1.383554	-1.414857	-1.383554	-1.693271	541	2659	1	0	1	to	KNOWN_REPEAT	V9_ATTESTED		
REPEAT_CONNECTOR__TO_HAND__TO__V9_SPACE__NONE__TO__OR	WITHIN_CARRIER	REPEAT_CONNECTOR	TO_HAND	V9_SPACE	TO	OR	REPEAT_CONNECTOR__TO_HAND__TO__V9_SPACE__NONE	REPEAT_CONNECTOR__TO_HAND__OR__V9_SPACE__NONE	 hand to hand	 hand or hand	1	2	2	1	1	-1.964998	-2.003712	-1.964998	-2.078735	541	2659	1	0	1	to	KNOWN_REPEAT	V9_ATTESTED		
REPEAT_CONNECTOR__TO_HAND__TO__V9_SPACE__NONE__TO__BY	WITHIN_CARRIER	REPEAT_CONNECTOR	TO_HAND	V9_SPACE	TO	BY	REPEAT_CONNECTOR__TO_HAND__TO__V9_SPACE__NONE	REPEAT_CONNECTOR__TO_HAND__BY__V9_SPACE__NONE	 hand to hand	 hand by hand	1	2	2	1	1	-0.939221	-0.871031	-0.939221	-0.531761	541	541	1	1	0	to	KNOWN_REPEAT	V9_ATTESTED		
REPEAT_CONNECTOR__TO_HAND__TO__V9_SPACE__NONE__TO__AFTER	WITHIN_CARRIER	REPEAT_CONNECTOR	TO_HAND	V9_SPACE	TO	AFTER	REPEAT_CONNECTOR__TO_HAND__TO__V9_SPACE__NONE	REPEAT_CONNECTOR__TO_HAND__AFTER__V9_SPACE__NONE	 hand to hand	 hand after hand	1	2	2	1	1	-1.417128	-1.41801	-1.417128	-1.009668	541	1888	1	0	1	to	KNOWN_REPEAT	V9_ATTESTED		
REPEAT_CONNECTOR__TO_HAND__TO__THE_PHRASE__NONE__TO__AND	WITHIN_CARRIER	REPEAT_CONNECTOR	TO_HAND	THE_PHRASE	TO	AND	REPEAT_CONNECTOR__TO_HAND__TO__THE_PHRASE__NONE	REPEAT_CONNECTOR__TO_HAND__AND__THE_PHRASE__NONE	the phrase hand to hand	the phrase hand and hand	1	4	4	1	1	-1.575035	-1.6064	-1.575035	-1.68907	541	2659	1	0	1	to	KNOWN_REPEAT	V9_ATTESTED		
REPEAT_CONNECTOR__TO_HAND__TO__THE_PHRASE__NONE__TO__OR	WITHIN_CARRIER	REPEAT_CONNECTOR	TO_HAND	THE_PHRASE	TO	OR	REPEAT_CONNECTOR__TO_HAND__TO__THE_PHRASE__NONE	REPEAT_CONNECTOR__TO_HAND__OR__THE_PHRASE__NONE	the phrase hand to hand	the phrase hand or hand	1	4	4	1	1	-2.336904	-2.374281	-2.336904	-2.293399	541	2659	1	0	1	to	KNOWN_REPEAT	V9_ATTESTED		
REPEAT_CONNECTOR__TO_HAND__TO__THE_PHRASE__NONE__TO__BY	WITHIN_CARRIER	REPEAT_CONNECTOR	TO_HAND	THE_PHRASE	TO	BY	REPEAT_CONNECTOR__TO_HAND__TO__THE_PHRASE__NONE	REPEAT_CONNECTOR__TO_HAND__BY__THE_PHRASE__NONE	the phrase hand to hand	the phrase hand by hand	1	4	4	1	1	-1.262947	-1.215007	-1.262947	-0.531815	541	2073	1	0	1	to	KNOWN_REPEAT	V9_ATTESTED		
REPEAT_CONNECTOR__TO_HAND__TO__THE_PHRASE__NONE__TO__AFTER	WITHIN_CARRIER	REPEAT_CONNECTOR	TO_HAND	THE_PHRASE	TO	AFTER	REPEAT_CONNECTOR__TO_HAND__TO__THE_PHRASE__NONE	REPEAT_CONNECTOR__TO_HAND__AFTER__THE_PHRASE__NONE	the phrase hand to hand	the phrase hand after hand	1	4	4	1	1	-1.642942	-1.6448	-1.642942	-0.91181	541	2073	1	0	1	to	KNOWN_REPEAT	V9_ATTESTED		
REPEAT_CONNECTOR__TO_HAND__TO__THEY_SAID__NONE__TO__AND	WITHIN_CARRIER	REPEAT_CONNECTOR	TO_HAND	THEY_SAID	TO	AND	REPEAT_CONNECTOR__TO_HAND__TO__THEY_SAID__NONE	REPEAT_CONNECTOR__TO_HAND__AND__THEY_SAID__NONE	they said hand to hand	they said hand and hand	1	4	4	1	1	-1.299569	-1.326541	-1.299569	-1.668384	541	2659	1	0	1	to	KNOWN_REPEAT	V9_ATTESTED		
REPEAT_CONNECTOR__TO_HAND__TO__THEY_SAID__NONE__TO__OR	WITHIN_CARRIER	REPEAT_CONNECTOR	TO_HAND	THEY_SAID	TO	OR	REPEAT_CONNECTOR__TO_HAND__TO__THEY_SAID__NONE	REPEAT_CONNECTOR__TO_HAND__OR__THEY_SAID__NONE	they said hand to hand	they said hand or hand	1	4	4	1	1	-2.461346	-2.497414	-2.461346	-2.34517	541	2659	1	0	1	to	KNOWN_REPEAT	V9_ATTESTED		
REPEAT_CONNECTOR__TO_HAND__TO__THEY_SAID__NONE__TO__BY	WITHIN_CARRIER	REPEAT_CONNECTOR	TO_HAND	THEY_SAID	TO	BY	REPEAT_CONNECTOR__TO_HAND__TO__THEY_SAID__NONE	REPEAT_CONNECTOR__TO_HAND__BY__THEY_SAID__NONE	they said hand to hand	they said hand by hand	1	4	4	1	1	-1.183119	-1.155459	-1.183119	-0.23204	541	541	1	1	0	to	KNOWN_REPEAT	V9_ATTESTED		
REPEAT_CONNECTOR__TO_HAND__TO__THEY_SAID__NONE__TO__AFTER	WITHIN_CARRIER	REPEAT_CONNECTOR	TO_HAND	THEY_SAID	TO	AFTER	REPEAT_CONNECTOR__TO_HAND__TO__THEY_SAID__NONE	REPEAT_CONNECTOR__TO_HAND__AFTER__THEY_SAID__NONE	they said hand to hand	they said hand after hand	1	4	4	1	1	-1.060241	-1.081707	-1.060241	-0.501482	541	541	1	1	0	to	KNOWN_REPEAT	V9_ATTESTED		
FRAME_CROSS__TO_FACE__KNOWN_REPEAT__BARE__NONE__TO__KNOWN_RELATED	WITHIN_CARRIER	FRAME_CROSS	TO_FACE	BARE	KNOWN_REPEAT	KNOWN_RELATED	FRAME_CROSS__TO_FACE__KNOWN_REPEAT__BARE__NONE	FRAME_CROSS__TO_FACE__KNOWN_RELATED__BARE__NONE	face to face	face to back	1	2	2	1	1	-1.720448	-1.720448	-1.720448	-1.567797	541	1888	1	0	1	to	RELATED_DISTINCT	HELDOUT_FAMILIAR		
FRAME_CROSS__TO_FACE__KNOWN_REPEAT__BARE__NONE__TO__KNOWN_ARBITRARY	WITHIN_CARRIER	FRAME_CROSS	TO_FACE	BARE	KNOWN_REPEAT	KNOWN_ARBITRARY	FRAME_CROSS__TO_FACE__KNOWN_REPEAT__BARE__NONE	FRAME_CROSS__TO_FACE__KNOWN_ARBITRARY__BARE__NONE	face to face	face to chimney	0	2	2	1	2	-2.629601	-2.629601	-2.56913	-2.566042	541	1888	1	0	1	to	ARBITRARY_DISTINCT	HELDOUT_FAMILIAR		
FRAME_CROSS__TO_FACE__KNOWN_REPEAT__BARE__NONE__TO__ARBITRARY_KNOWN	WITHIN_CARRIER	FRAME_CROSS	TO_FACE	BARE	KNOWN_REPEAT	ARBITRARY_KNOWN	FRAME_CROSS__TO_FACE__KNOWN_REPEAT__BARE__NONE	FRAME_CROSS__TO_FACE__ARBITRARY_KNOWN__BARE__NONE	face to face	anchor to face	0	2	3	1	1	-2.656656	-2.755664	-2.56913	-2.856366	541	1888	1	0	1	to	ARBITRARY_DISTINCT	HELDOUT_FAMILIAR		
FRAME_CROSS__TO_FACE__KNOWN_REPEAT__BARE__NONE__TO__ARBITRARY_REPEAT	WITHIN_CARRIER	FRAME_CROSS	TO_FACE	BARE	KNOWN_REPEAT	ARBITRARY_REPEAT	FRAME_CROSS__TO_FACE__KNOWN_REPEAT__BARE__NONE	FRAME_CROSS__TO_FACE__ARBITRARY_REPEAT__BARE__NONE	face to face	anchor to anchor	0	2	3	1	1	-2.737187	-2.836195	-2.56913	-2.856366	541	1888	1	0	1	to	NOVEL_REPEAT	HELDOUT_FAMILIAR		
FRAME_CROSS__TO_FACE__KNOWN_REPEAT__BARE__NONE__TO__ARBITRARY_DISTINCT	WITHIN_CARRIER	FRAME_CROSS	TO_FACE	BARE	KNOWN_REPEAT	ARBITRARY_DISTINCT	FRAME_CROSS__TO_FACE__KNOWN_REPEAT__BARE__NONE	FRAME_CROSS__TO_FACE__ARBITRARY_DISTINCT__BARE__NONE	face to face	anchor to chimney	0	2	3	1	2	-2.58645	-2.685458	-2.56913	-2.856366	541	1888	1	0	1	to	NOVEL_DISTINCT	HELDOUT_FAMILIAR		
FRAME_CROSS__TO_FACE__KNOWN_REPEAT__BARE__NONE__TO__KNOWN_NO_CONNECTOR	WITHIN_CARRIER	FRAME_CROSS	TO_FACE	BARE	KNOWN_REPEAT	KNOWN_NO_CONNECTOR	FRAME_CROSS__TO_FACE__KNOWN_REPEAT__BARE__NONE	FRAME_CROSS__TO_FACE__KNOWN_NO_CONNECTOR__BARE__NONE	face to face	face face	0	2	1	1	1	-2.702759	-2.725025	-2.56913	-2.416479	541	1888	1	0	1	to	NO_CONNECTOR	HELDOUT_FAMILIAR		
FRAME_CROSS__TO_FACE__KNOWN_REPEAT__BARE__NONE__TO__ARBITRARY_NO_CONNECTOR	WITHIN_CARRIER	FRAME_CROSS	TO_FACE	BARE	KNOWN_REPEAT	ARBITRARY_NO_CONNECTOR	FRAME_CROSS__TO_FACE__KNOWN_REPEAT__BARE__NONE	FRAME_CROSS__TO_FACE__ARBITRARY_NO_CONNECTOR__BARE__NONE	face to face	anchor anchor	1	2	2	1	1	-2.651878	-2.679582	-2.56913	-2.856366	541	1888	1	0	1	to	NO_CONNECTOR	HELDOUT_FAMILIAR		
FRAME_CROSS__TO_FACE__KNOWN_REPEAT__V9_SPACE__NONE__TO__KNOWN_RELATED	WITHIN_CARRIER	FRAME_CROSS	TO_FACE	V9_SPACE	KNOWN_REPEAT	KNOWN_RELATED	FRAME_CROSS__TO_FACE__KNOWN_REPEAT__V9_SPACE__NONE	FRAME_CROSS__TO_FACE__KNOWN_RELATED__V9_SPACE__NONE	 face to face	 face to back	1	2	2	1	1	-1.008164	-1.008164	-1.008164	-0.399609	3026	1888	0	0	0	to	RELATED_DISTINCT	HELDOUT_FAMILIAR		
FRAME_CROSS__TO_FACE__KNOWN_REPEAT__V9_SPACE__NONE__TO__KNOWN_ARBITRARY	WITHIN_CARRIER	FRAME_CROSS	TO_FACE	V9_SPACE	KNOWN_REPEAT	KNOWN_ARBITRARY	FRAME_CROSS__TO_FACE__KNOWN_REPEAT__V9_SPACE__NONE	FRAME_CROSS__TO_FACE__KNOWN_ARBITRARY__V9_SPACE__NONE	 face to face	 face to chimney	0	2	2	1	2	-2.454889	-2.454889	-2.342026	-1.772425	3026	1888	0	0	0	to	ARBITRARY_DISTINCT	HELDOUT_FAMILIAR		
FRAME_CROSS__TO_FACE__KNOWN_REPEAT__V9_SPACE__NONE__TO__ARBITRARY_KNOWN	WITHIN_CARRIER	FRAME_CROSS	TO_FACE	V9_SPACE	KNOWN_REPEAT	ARBITRARY_KNOWN	FRAME_CROSS__TO_FACE__KNOWN_REPEAT__V9_SPACE__NONE	FRAME_CROSS__TO_FACE__ARBITRARY_KNOWN__V9_SPACE__NONE	 face to face	 anchor to face	1	2	2	1	1	-2.429234	-2.496783	-2.342026	-2.575136	3026	1888	0	0	0	to	ARBITRARY_DISTINCT	HELDOUT_FAMILIAR		
FRAME_CROSS__TO_FACE__KNOWN_REPEAT__V9_SPACE__NONE__TO__ARBITRARY_REPEAT	WITHIN_CARRIER	FRAME_CROSS	TO_FACE	V9_SPACE	KNOWN_REPEAT	ARBITRARY_REPEAT	FRAME_CROSS__TO_FACE__KNOWN_REPEAT__V9_SPACE__NONE	FRAME_CROSS__TO_FACE__ARBITRARY_REPEAT__V9_SPACE__NONE	 face to face	 anchor to anchor	1	2	2	1	1	-1.518173	-1.585722	-1.518173	-1.751283	3026	1888	0	0	0	to	NOVEL_REPEAT	HELDOUT_FAMILIAR		
FRAME_CROSS__TO_FACE__KNOWN_REPEAT__V9_SPACE__NONE__TO__ARBITRARY_DISTINCT	WITHIN_CARRIER	FRAME_CROSS	TO_FACE	V9_SPACE	KNOWN_REPEAT	ARBITRARY_DISTINCT	FRAME_CROSS__TO_FACE__KNOWN_REPEAT__V9_SPACE__NONE	FRAME_CROSS__TO_FACE__ARBITRARY_DISTINCT__V9_SPACE__NONE	 face to face	 anchor to chimney	0	2	2	1	2	-2.453057	-2.520605	-2.342026	-2.575136	3026	1888	0	0	0	to	NOVEL_DISTINCT	HELDOUT_FAMILIAR		
FRAME_CROSS__TO_FACE__KNOWN_REPEAT__V9_SPACE__NONE__TO__KNOWN_NO_CONNECTOR	WITHIN_CARRIER	FRAME_CROSS	TO_FACE	V9_SPACE	KNOWN_REPEAT	KNOWN_NO_CONNECTOR	FRAME_CROSS__TO_FACE__KNOWN_REPEAT__V9_SPACE__NONE	FRAME_CROSS__TO_FACE__KNOWN_NO_CONNECTOR__V9_SPACE__NONE	 face to face	 face face	0	2	1	1	1	-2.090089	-2.080162	-2.090089	-2.144801	3026	1691	0	0	0	to	NO_CONNECTOR	HELDOUT_FAMILIAR		
FRAME_CROSS__TO_FACE__KNOWN_REPEAT__V9_SPACE__NONE__TO__ARBITRARY_NO_CONNECTOR	WITHIN_CARRIER	FRAME_CROSS	TO_FACE	V9_SPACE	KNOWN_REPEAT	ARBITRARY_NO_CONNECTOR	FRAME_CROSS__TO_FACE__KNOWN_REPEAT__V9_SPACE__NONE	FRAME_CROSS__TO_FACE__ARBITRARY_NO_CONNECTOR__V9_SPACE__NONE	 face to face	 anchor anchor	0	2	1	1	1	-2.463749	-2.458924	-2.342026	-2.575136	3026	1888	0	0	0	to	NO_CONNECTOR	HELDOUT_FAMILIAR		
FRAME_CROSS__TO_FACE__KNOWN_REPEAT__THE_PHRASE__NONE__TO__KNOWN_RELATED	WITHIN_CARRIER	FRAME_CROSS	TO_FACE	THE_PHRASE	KNOWN_REPEAT	KNOWN_RELATED	FRAME_CROSS__TO_FACE__KNOWN_REPEAT__THE_PHRASE__NONE	FRAME_CROSS__TO_FACE__KNOWN_RELATED__THE_PHRASE__NONE	the phrase face to face	the phrase face to back	1	4	4	1	1	-1.768564	-1.768564	-1.768564	-1.768564	2073	2073	0	0	0	to	RELATED_DISTINCT	HELDOUT_FAMILIAR		
FRAME_CROSS__TO_FACE__KNOWN_REPEAT__THE_PHRASE__NONE__TO__KNOWN_ARBITRARY	WITHIN_CARRIER	FRAME_CROSS	TO_FACE	THE_PHRASE	KNOWN_REPEAT	KNOWN_ARBITRARY	FRAME_CROSS__TO_FACE__KNOWN_REPEAT__THE_PHRASE__NONE	FRAME_CROSS__TO_FACE__KNOWN_ARBITRARY__THE_PHRASE__NONE	the phrase face to face	the phrase face to chimney	0	4	4	1	2	-2.779198	-2.779197	-2.736479	-2.736479	2073	2073	0	0	0	to	ARBITRARY_DISTINCT	HELDOUT_FAMILIAR		
FRAME_CROSS__TO_FACE__KNOWN_REPEAT__THE_PHRASE__NONE__TO__ARBITRARY_KNOWN	WITHIN_CARRIER	FRAME_CROSS	TO_FACE	THE_PHRASE	KNOWN_REPEAT	ARBITRARY_KNOWN	FRAME_CROSS__TO_FACE__KNOWN_REPEAT__THE_PHRASE__NONE	FRAME_CROSS__TO_FACE__ARBITRARY_KNOWN__THE_PHRASE__NONE	the phrase face to face	the phrase anchor to face	1	4	4	1	1	-2.885921	-3.009224	-2.736479	-2.736479	2073	2073	0	0	0	to	ARBITRARY_DISTINCT	HELDOUT_FAMILIAR		
FRAME_CROSS__TO_FACE__KNOWN_REPEAT__THE_PHRASE__NONE__TO__ARBITRARY_REPEAT	WITHIN_CARRIER	FRAME_CROSS	TO_FACE	THE_PHRASE	KNOWN_REPEAT	ARBITRARY_REPEAT	FRAME_CROSS__TO_FACE__KNOWN_REPEAT__THE_PHRASE__NONE	FRAME_CROSS__TO_FACE__ARBITRARY_REPEAT__THE_PHRASE__NONE	the phrase face to face	the phrase anchor to anchor	1	4	4	1	1	-1.822879	-1.946182	-1.822879	-1.822879	2073	2073	0	0	0	to	NOVEL_REPEAT	HELDOUT_FAMILIAR		
FRAME_CROSS__TO_FACE__KNOWN_REPEAT__THE_PHRASE__NONE__TO__ARBITRARY_DISTINCT	WITHIN_CARRIER	FRAME_CROSS	TO_FACE	THE_PHRASE	KNOWN_REPEAT	ARBITRARY_DISTINCT	FRAME_CROSS__TO_FACE__KNOWN_REPEAT__THE_PHRASE__NONE	FRAME_CROSS__TO_FACE__ARBITRARY_DISTINCT__THE_PHRASE__NONE	the phrase face to face	the phrase anchor to chimney	0	4	4	1	2	-2.797334	-2.920637	-2.736479	-2.736479	2073	2073	0	0	0	to	NOVEL_DISTINCT	HELDOUT_FAMILIAR		
FRAME_CROSS__TO_FACE__KNOWN_REPEAT__THE_PHRASE__NONE__TO__KNOWN_NO_CONNECTOR	WITHIN_CARRIER	FRAME_CROSS	TO_FACE	THE_PHRASE	KNOWN_REPEAT	KNOWN_NO_CONNECTOR	FRAME_CROSS__TO_FACE__KNOWN_REPEAT__THE_PHRASE__NONE	FRAME_CROSS__TO_FACE__KNOWN_NO_CONNECTOR__THE_PHRASE__NONE	the phrase face to face	the phrase face face	0	4	3	1	1	-2.558148	-2.650393	-2.558148	-2.558148	2073	2073	0	0	0	to	NO_CONNECTOR	HELDOUT_FAMILIAR		
FRAME_CROSS__TO_FACE__KNOWN_REPEAT__THE_PHRASE__NONE__TO__ARBITRARY_NO_CONNECTOR	WITHIN_CARRIER	FRAME_CROSS	TO_FACE	THE_PHRASE	KNOWN_REPEAT	ARBITRARY_NO_CONNECTOR	FRAME_CROSS__TO_FACE__KNOWN_REPEAT__THE_PHRASE__NONE	FRAME_CROSS__TO_FACE__ARBITRARY_NO_CONNECTOR__THE_PHRASE__NONE	the phrase face to face	the phrase anchor anchor	0	4	3	1	1	-2.901019	-2.996527	-2.736479	-2.736479	2073	2073	0	0	0	to	NO_CONNECTOR	HELDOUT_FAMILIAR		
FRAME_CROSS__TO_FACE__KNOWN_REPEAT__THEY_SAID__NONE__TO__KNOWN_RELATED	WITHIN_CARRIER	FRAME_CROSS	TO_FACE	THEY_SAID	KNOWN_REPEAT	KNOWN_RELATED	FRAME_CROSS__TO_FACE__KNOWN_REPEAT__THEY_SAID__NONE	FRAME_CROSS__TO_FACE__KNOWN_RELATED__THEY_SAID__NONE	they said face to face	they said face to back	1	4	4	1	1	-0.567199	-0.5672	-0.567199	-0.567199	419	419	0	0	0	to	RELATED_DISTINCT	HELDOUT_FAMILIAR		
FRAME_CROSS__TO_FACE__KNOWN_REPEAT__THEY_SAID__NONE__TO__KNOWN_ARBITRARY	WITHIN_CARRIER	FRAME_CROSS	TO_FACE	THEY_SAID	KNOWN_REPEAT	KNOWN_ARBITRARY	FRAME_CROSS__TO_FACE__KNOWN_REPEAT__THEY_SAID__NONE	FRAME_CROSS__TO_FACE__KNOWN_ARBITRARY__THEY_SAID__NONE	they said face to face	they said face to chimney	0	4	4	1	2	-1.922448	-1.922448	-1.808684	-1.808684	419	419	0	0	0	to	ARBITRARY_DISTINCT	HELDOUT_FAMILIAR		
FRAME_CROSS__TO_FACE__KNOWN_REPEAT__THEY_SAID__NONE__TO__ARBITRARY_KNOWN	WITHIN_CARRIER	FRAME_CROSS	TO_FACE	THEY_SAID	KNOWN_REPEAT	ARBITRARY_KNOWN	FRAME_CROSS__TO_FACE__KNOWN_REPEAT__THEY_SAID__NONE	FRAME_CROSS__TO_FACE__ARBITRARY_KNOWN__THEY_SAID__NONE	they said face to face	they said anchor to face	1	4	4	1	1	-1.934367	-1.946811	-1.808684	-1.073517	419	1888	0	0	0	to	ARBITRARY_DISTINCT	HELDOUT_FAMILIAR		
FRAME_CROSS__TO_FACE__KNOWN_REPEAT__THEY_SAID__NONE__TO__ARBITRARY_REPEAT	WITHIN_CARRIER	FRAME_CROSS	TO_FACE	THEY_SAID	KNOWN_REPEAT	ARBITRARY_REPEAT	FRAME_CROSS__TO_FACE__KNOWN_REPEAT__THEY_SAID__NONE	FRAME_CROSS__TO_FACE__ARBITRARY_REPEAT__THEY_SAID__NONE	they said face to face	they said anchor to anchor	1	4	4	1	1	-0.422676	-0.43512	-0.422676	0.223864	419	2566	0	0	0	to	NOVEL_REPEAT	HELDOUT_FAMILIAR		
FRAME_CROSS__TO_FACE__KNOWN_REPEAT__THEY_SAID__NONE__TO__ARBITRARY_DISTINCT	WITHIN_CARRIER	FRAME_CROSS	TO_FACE	THEY_SAID	KNOWN_REPEAT	ARBITRARY_DISTINCT	FRAME_CROSS__TO_FACE__KNOWN_REPEAT__THEY_SAID__NONE	FRAME_CROSS__TO_FACE__ARBITRARY_DISTINCT__THEY_SAID__NONE	they said face to face	they said anchor to chimney	0	4	4	1	2	-1.81043	-1.822874	-1.808684	-1.073517	419	1888	0	0	0	to	NOVEL_DISTINCT	HELDOUT_FAMILIAR		
FRAME_CROSS__TO_FACE__KNOWN_REPEAT__THEY_SAID__NONE__TO__KNOWN_NO_CONNECTOR	WITHIN_CARRIER	FRAME_CROSS	TO_FACE	THEY_SAID	KNOWN_REPEAT	KNOWN_NO_CONNECTOR	FRAME_CROSS__TO_FACE__KNOWN_REPEAT__THEY_SAID__NONE	FRAME_CROSS__TO_FACE__KNOWN_NO_CONNECTOR__THEY_SAID__NONE	they said face to face	they said face face	0	4	3	1	1	-1.921183	-1.92741	-1.808684	-0.889535	419	2256	0	0	0	to	NO_CONNECTOR	HELDOUT_FAMILIAR		
FRAME_CROSS__TO_FACE__KNOWN_REPEAT__THEY_SAID__NONE__TO__ARBITRARY_NO_CONNECTOR	WITHIN_CARRIER	FRAME_CROSS	TO_FACE	THEY_SAID	KNOWN_REPEAT	ARBITRARY_NO_CONNECTOR	FRAME_CROSS__TO_FACE__KNOWN_REPEAT__THEY_SAID__NONE	FRAME_CROSS__TO_FACE__ARBITRARY_NO_CONNECTOR__THEY_SAID__NONE	they said face to face	they said anchor anchor	0	4	3	1	1	-1.921621	-1.912871	-1.808684	-1.073517	419	1888	0	0	0	to	NO_CONNECTOR	HELDOUT_FAMILIAR		
REPEAT_CONNECTOR__TO_FACE__TO__BARE__NONE__TO__AND	WITHIN_CARRIER	REPEAT_CONNECTOR	TO_FACE	BARE	TO	AND	REPEAT_CONNECTOR__TO_FACE__TO__BARE__NONE	REPEAT_CONNECTOR__TO_FACE__AND__BARE__NONE	face to face	face and face	1	2	2	1	1	-0.282172	-0.366582	-0.282172	-1.03285	541	2659	1	0	1	to	KNOWN_REPEAT	HELDOUT_FAMILIAR		
REPEAT_CONNECTOR__TO_FACE__TO__BARE__NONE__TO__OR	WITHIN_CARRIER	REPEAT_CONNECTOR	TO_FACE	BARE	TO	OR	REPEAT_CONNECTOR__TO_FACE__TO__BARE__NONE	REPEAT_CONNECTOR__TO_FACE__OR__BARE__NONE	face to face	face or face	1	2	2	1	1	0.236221	0.129954	0.236221	-0.813355	541	2659	1	0	1	to	KNOWN_REPEAT	HELDOUT_FAMILIAR		
REPEAT_CONNECTOR__TO_FACE__TO__BARE__NONE__TO__BY	WITHIN_CARRIER	REPEAT_CONNECTOR	TO_FACE	BARE	TO	BY	REPEAT_CONNECTOR__TO_FACE__TO__BARE__NONE	REPEAT_CONNECTOR__TO_FACE__BY__BARE__NONE	face to face	face by face	1	2	2	1	1	0.248466	0.271671	0.248466	-0.196156	541	1691	1	0	1	to	KNOWN_REPEAT	HELDOUT_FAMILIAR		
REPEAT_CONNECTOR__TO_FACE__TO__BARE__NONE__TO__AFTER	WITHIN_CARRIER	REPEAT_CONNECTOR	TO_FACE	BARE	TO	AFTER	REPEAT_CONNECTOR__TO_FACE__TO__BARE__NONE	REPEAT_CONNECTOR__TO_FACE__AFTER__BARE__NONE	face to face	face after face	1	2	2	1	1	-0.498476	-0.510965	-0.498476	-0.489273	541	1738	1	0	1	to	KNOWN_REPEAT	HELDOUT_FAMILIAR		
REPEAT_CONNECTOR__TO_FACE__TO__V9_SPACE__NONE__TO__AND	WITHIN_CARRIER	REPEAT_CONNECTOR	TO_FACE	V9_SPACE	TO	AND	REPEAT_CONNECTOR__TO_FACE__TO__V9_SPACE__NONE	REPEAT_CONNECTOR__TO_FACE__AND__V9_SPACE__NONE	 face to face	 face and face	1	2	2	1	1	0.07356	0.028645	0.07356	0.036605	3026	2659	0	0	0	to	KNOWN_REPEAT	HELDOUT_FAMILIAR		
REPEAT_CONNECTOR__TO_FACE__TO__V9_SPACE__NONE__TO__OR	WITHIN_CARRIER	REPEAT_CONNECTOR	TO_FACE	V9_SPACE	TO	OR	REPEAT_CONNECTOR__TO_FACE__TO__V9_SPACE__NONE	REPEAT_CONNECTOR__TO_FACE__OR__V9_SPACE__NONE	 face to face	 face or face	1	2	2	1	1	0.262157	0.191518	0.262157	-0.082547	3026	2659	0	0	0	to	KNOWN_REPEAT	HELDOUT_FAMILIAR		
