# generated_utc	2026-08-14T18:47:54+00:00
# script	probe_v10.py
# python	3.11.15
# torch	2.9.0+cu128
# transformers	4.57.1
# device	cuda:0
# gpu	NVIDIA GeForce RTX 5060 Laptop GPU
# revision	607a30d783dfa663caf39e06633721c8d4cfcd7e
# layer	5
# tf32_matmul	False
# tf32_cudnn	False
# theta_sha256	113687a222f8cf98039222c27b39aaf716493e5e8c1db94ea4e6544e0814088c
# n_rows	2596
case_id	branch	seed_id	variant	carrier_id	string	pos	token	token_id	is_second_member_token	is_completion_token	raw_541	running_541	running_leader	running_margin	raw_top5
CONNECTOR_MATRIX__HERE_THERE__TO__THE_PHRASE__NONE	CONNECTOR_MATRIX	HERE_THERE	TO	THE_PHRASE	the phrase here to there	5	 there	612	1	1	0.915742	0.915742	2073	0.489396	[[107, 2.150579], [1883, 2.148008], [512, 2.147557], [1615, 2.010376], [2233, 1.99952]]
CONNECTOR_MATRIX__HERE_THERE__BY__THE_PHRASE__NONE	CONNECTOR_MATRIX	HERE_THERE	BY	THE_PHRASE	the phrase here by there	0	<BOS>	50256	0	0	-0.000102	-0.000102	2256	0.796686	[[2256, 2.36087], [1888, 1.564183], [2787, 0.893099], [1450, 0.853876], [1048, 0.848868]]
CONNECTOR_MATRIX__HERE_THERE__BY__THE_PHRASE__NONE	CONNECTOR_MATRIX	HERE_THERE	BY	THE_PHRASE	the phrase here by there	1	the	1169	0	0	-0.058428	-0.000102	1790	0.119972	[[1790, 2.74375], [1888, 2.623779], [1203, 1.370484], [654, 1.287318], [1504, 1.273196]]
CONNECTOR_MATRIX__HERE_THERE__BY__THE_PHRASE__NONE	CONNECTOR_MATRIX	HERE_THERE	BY	THE_PHRASE	the phrase here by there	2	 phrase	9546	0	0	-0.055584	-0.000102	2073	0.489396	[[2073, 3.233146], [1026, 1.694937], [2070, 1.648536], [388, 1.556334], [1888, 1.459668]]
CONNECTOR_MATRIX__HERE_THERE__BY__THE_PHRASE__NONE	CONNECTOR_MATRIX	HERE_THERE	BY	THE_PHRASE	the phrase here by there	3	 here	994	0	0	-0.070334	-0.000102	2073	0.489396	[[165, 1.935275], [680, 1.492949], [349, 1.388559], [3017, 1.340031], [1790, 1.298777]]
CONNECTOR_MATRIX__HERE_THERE__BY__THE_PHRASE__NONE	CONNECTOR_MATRIX	HERE_THERE	BY	THE_PHRASE	the phrase here by there	4	 by	416	0	0	-0.023151	-0.000102	2073	0.489396	[[1888, 2.244887], [1790, 1.752059], [2551, 1.55269], [1856, 1.430847], [654, 1.428265]]
CONNECTOR_MATRIX__HERE_THERE__BY__THE_PHRASE__NONE	CONNECTOR_MATRIX	HERE_THERE	BY	THE_PHRASE	the phrase here by there	5	 there	612	1	1	0.420293	0.420293	2073	0.489396	[[971, 2.5526], [784, 2.355863], [1186, 2.090361], [1790, 1.820343], [1749, 1.770644]]
CONNECTOR_MATRIX__HERE_THERE__AFTER__THE_PHRASE__NONE	CONNECTOR_MATRIX	HERE_THERE	AFTER	THE_PHRASE	the phrase here after there	0	<BOS>	50256	0	0	-0.000102	-0.000102	2256	0.796686	[[2256, 2.36087], [1888, 1.564183], [2787, 0.893099], [1450, 0.853876], [1048, 0.848868]]
CONNECTOR_MATRIX__HERE_THERE__AFTER__THE_PHRASE__NONE	CONNECTOR_MATRIX	HERE_THERE	AFTER	THE_PHRASE	the phrase here after there	1	the	1169	0	0	-0.058428	-0.000102	1790	0.119972	[[1790, 2.74375], [1888, 2.623779], [1203, 1.370484], [654, 1.287318], [1504, 1.273196]]
CONNECTOR_MATRIX__HERE_THERE__AFTER__THE_PHRASE__NONE	CONNECTOR_MATRIX	HERE_THERE	AFTER	THE_PHRASE	the phrase here after there	2	 phrase	9546	0	0	-0.055584	-0.000102	2073	0.489396	[[2073, 3.233146], [1026, 1.694937], [2070, 1.648536], [388, 1.556334], [1888, 1.459668]]
CONNECTOR_MATRIX__HERE_THERE__AFTER__THE_PHRASE__NONE	CONNECTOR_MATRIX	HERE_THERE	AFTER	THE_PHRASE	the phrase here after there	3	 here	994	0	0	-0.070334	-0.000102	2073	0.489396	[[165, 1.935275], [680, 1.492949], [349, 1.388559], [3017, 1.340031], [1790, 1.298777]]
CONNECTOR_MATRIX__HERE_THERE__AFTER__THE_PHRASE__NONE	CONNECTOR_MATRIX	HERE_THERE	AFTER	THE_PHRASE	the phrase here after there	4	 after	706	0	0	-0.02846	-0.000102	2073	0.489396	[[2883, 2.238711], [1918, 1.472675], [689, 1.472594], [92, 1.349296], [1790, 1.315973]]
CONNECTOR_MATRIX__HERE_THERE__AFTER__THE_PHRASE__NONE	CONNECTOR_MATRIX	HERE_THERE	AFTER	THE_PHRASE	the phrase here after there	5	 there	612	1	1	-0.022834	-0.000102	2073	0.489396	[[170, 2.575281], [1790, 1.919801], [349, 1.657968], [510, 1.314067], [2233, 1.293698]]
CONNECTOR_MATRIX__HERE_THERE__AND__THEY_SAID__NONE	CONNECTOR_MATRIX	HERE_THERE	AND	THEY_SAID	they said here and there	0	<BOS>	50256	0	0	-0.000102	-0.000102	2256	0.796686	[[2256, 2.36087], [1888, 1.564183], [2787, 0.893099], [1450, 0.853876], [1048, 0.848868]]
CONNECTOR_MATRIX__HERE_THERE__AND__THEY_SAID__NONE	CONNECTOR_MATRIX	HERE_THERE	AND	THEY_SAID	they said here and there	1	they	9930	0	0	-0.133193	-0.000102	2256	0.053377	[[1790, 2.307492], [1888, 2.21476], [234, 1.470804], [1169, 1.294994], [654, 1.246823]]
CONNECTOR_MATRIX__HERE_THERE__AND__THEY_SAID__NONE	CONNECTOR_MATRIX	HERE_THERE	AND	THEY_SAID	they said here and there	2	 said	531	0	0	-0.038379	-0.000102	2256	0.053377	[[2982, 1.845008], [932, 1.550615], [521, 1.429855], [38, 1.363183], [654, 1.281732]]
CONNECTOR_MATRIX__HERE_THERE__AND__THEY_SAID__NONE	CONNECTOR_MATRIX	HERE_THERE	AND	THEY_SAID	they said here and there	3	 here	994	0	0	-0.157885	-0.000102	2256	0.053377	[[720, 1.780668], [1790, 1.54955], [3017, 1.486049], [1691, 1.431151], [165, 1.397194]]
CONNECTOR_MATRIX__HERE_THERE__AND__THEY_SAID__NONE	CONNECTOR_MATRIX	HERE_THERE	AND	THEY_SAID	they said here and there	4	 and	290	0	0	-0.015843	-0.000102	1790	0.078049	[[1790, 2.438919], [2171, 1.923526], [2328, 1.489055], [2813, 1.381902], [1888, 1.364874]]
CONNECTOR_MATRIX__HERE_THERE__AND__THEY_SAID__NONE	CONNECTOR_MATRIX	HERE_THERE	AND	THEY_SAID	they said here and there	5	 there	612	1	1	4.241707	4.241707	541	1.313137	[[541, 4.241707], [2753, 2.92857], [2659, 2.405142], [2852, 2.147663], [2905, 1.936593]]
CONNECTOR_MATRIX__HERE_THERE__OR__THEY_SAID__NONE	CONNECTOR_MATRIX	HERE_THERE	OR	THEY_SAID	they said here or there	0	<BOS>	50256	0	0	-0.000102	-0.000102	2256	0.796686	[[2256, 2.36087], [1888, 1.564183], [2787, 0.893099], [1450, 0.853876], [1048, 0.848868]]
CONNECTOR_MATRIX__HERE_THERE__OR__THEY_SAID__NONE	CONNECTOR_MATRIX	HERE_THERE	OR	THEY_SAID	they said here or there	1	they	9930	0	0	-0.133193	-0.000102	2256	0.053377	[[1790, 2.307492], [1888, 2.21476], [234, 1.470804], [1169, 1.294994], [654, 1.246823]]
CONNECTOR_MATRIX__HERE_THERE__OR__THEY_SAID__NONE	CONNECTOR_MATRIX	HERE_THERE	OR	THEY_SAID	they said here or there	2	 said	531	0	0	-0.038379	-0.000102	2256	0.053377	[[2982, 1.845008], [932, 1.550615], [521, 1.429855], [38, 1.363183], [654, 1.281732]]
CONNECTOR_MATRIX__HERE_THERE__OR__THEY_SAID__NONE	CONNECTOR_MATRIX	HERE_THERE	OR	THEY_SAID	they said here or there	3	 here	994	0	0	-0.157885	-0.000102	2256	0.053377	[[720, 1.780668], [1790, 1.54955], [3017, 1.486049], [1691, 1.431151], [165, 1.397194]]
CONNECTOR_MATRIX__HERE_THERE__OR__THEY_SAID__NONE	CONNECTOR_MATRIX	HERE_THERE	OR	THEY_SAID	they said here or there	4	 or	393	0	0	-5.4e-05	-5.4e-05	2256	0.053377	[[1790, 2.108025], [678, 1.787664], [166, 1.719082], [1297, 1.496537], [2171, 1.490074]]
CONNECTOR_MATRIX__HERE_THERE__OR__THEY_SAID__NONE	CONNECTOR_MATRIX	HERE_THERE	OR	THEY_SAID	they said here or there	5	 there	612	1	1	4.075899	4.075899	541	1.012581	[[541, 4.075899], [2659, 3.063318], [2753, 2.638489], [678, 2.438352], [512, 2.201473]]
CONNECTOR_MATRIX__HERE_THERE__TO__THEY_SAID__NONE	CONNECTOR_MATRIX	HERE_THERE	TO	THEY_SAID	they said here to there	0	<BOS>	50256	0	0	-0.000102	-0.000102	2256	0.796686	[[2256, 2.36087], [1888, 1.564183], [2787, 0.893099], [1450, 0.853876], [1048, 0.848868]]
CONNECTOR_MATRIX__HERE_THERE__TO__THEY_SAID__NONE	CONNECTOR_MATRIX	HERE_THERE	TO	THEY_SAID	they said here to there	1	they	9930	0	0	-0.133193	-0.000102	2256	0.053377	[[1790, 2.307492], [1888, 2.21476], [234, 1.470804], [1169, 1.294994], [654, 1.246823]]
CONNECTOR_MATRIX__HERE_THERE__TO__THEY_SAID__NONE	CONNECTOR_MATRIX	HERE_THERE	TO	THEY_SAID	they said here to there	2	 said	531	0	0	-0.038379	-0.000102	2256	0.053377	[[2982, 1.845008], [932, 1.550615], [521, 1.429855], [38, 1.363183], [654, 1.281732]]
CONNECTOR_MATRIX__HERE_THERE__TO__THEY_SAID__NONE	CONNECTOR_MATRIX	HERE_THERE	TO	THEY_SAID	they said here to there	3	 here	994	0	0	-0.157885	-0.000102	2256	0.053377	[[720, 1.780668], [1790, 1.54955], [3017, 1.486049], [1691, 1.431151], [165, 1.397194]]
CONNECTOR_MATRIX__HERE_THERE__TO__THEY_SAID__NONE	CONNECTOR_MATRIX	HERE_THERE	TO	THEY_SAID	they said here to there	4	 to	284	0	0	-0.020449	-0.000102	2256	0.053377	[[1790, 1.967512], [1888, 1.458713], [654, 1.440986], [557, 1.235314], [1235, 1.208687]]
CONNECTOR_MATRIX__HERE_THERE__TO__THEY_SAID__NONE	CONNECTOR_MATRIX	HERE_THERE	TO	THEY_SAID	they said here to there	5	 there	612	1	1	1.572679	1.572679	2256	0.053377	[[1790, 2.123494], [107, 2.02996], [2753, 1.854633], [1691, 1.692657], [541, 1.572679]]
CONNECTOR_MATRIX__HERE_THERE__BY__THEY_SAID__NONE	CONNECTOR_MATRIX	HERE_THERE	BY	THEY_SAID	they said here by there	0	<BOS>	50256	0	0	-0.000102	-0.000102	2256	0.796686	[[2256, 2.36087], [1888, 1.564183], [2787, 0.893099], [1450, 0.853876], [1048, 0.848868]]
CONNECTOR_MATRIX__HERE_THERE__BY__THEY_SAID__NONE	CONNECTOR_MATRIX	HERE_THERE	BY	THEY_SAID	they said here by there	1	they	9930	0	0	-0.133193	-0.000102	2256	0.053377	[[1790, 2.307492], [1888, 2.21476], [234, 1.470804], [1169, 1.294994], [654, 1.246823]]
CONNECTOR_MATRIX__HERE_THERE__BY__THEY_SAID__NONE	CONNECTOR_MATRIX	HERE_THERE	BY	THEY_SAID	they said here by there	2	 said	531	0	0	-0.038379	-0.000102	2256	0.053377	[[2982, 1.845008], [932, 1.550615], [521, 1.429855], [38, 1.363183], [654, 1.281732]]
CONNECTOR_MATRIX__HERE_THERE__BY__THEY_SAID__NONE	CONNECTOR_MATRIX	HERE_THERE	BY	THEY_SAID	they said here by there	3	 here	994	0	0	-0.157885	-0.000102	2256	0.053377	[[720, 1.780668], [1790, 1.54955], [3017, 1.486049], [1691, 1.431151], [165, 1.397194]]
CONNECTOR_MATRIX__HERE_THERE__BY__THEY_SAID__NONE	CONNECTOR_MATRIX	HERE_THERE	BY	THEY_SAID	they said here by there	4	 by	416	0	0	-0.037925	-0.000102	2256	0.053377	[[654, 1.763193], [1888, 1.734994], [1790, 1.715159], [801, 1.613391], [2082, 1.580179]]
CONNECTOR_MATRIX__HERE_THERE__BY__THEY_SAID__NONE	CONNECTOR_MATRIX	HERE_THERE	BY	THEY_SAID	they said here by there	5	 there	612	1	1	1.046495	1.046495	2256	0.053377	[[1186, 2.065491], [784, 1.887123], [1790, 1.822514], [971, 1.760188], [1691, 1.575815]]
CONNECTOR_MATRIX__HERE_THERE__AFTER__THEY_SAID__NONE	CONNECTOR_MATRIX	HERE_THERE	AFTER	THEY_SAID	they said here after there	0	<BOS>	50256	0	0	-0.000102	-0.000102	2256	0.796686	[[2256, 2.36087], [1888, 1.564183], [2787, 0.893099], [1450, 0.853876], [1048, 0.848868]]
CONNECTOR_MATRIX__HERE_THERE__AFTER__THEY_SAID__NONE	CONNECTOR_MATRIX	HERE_THERE	AFTER	THEY_SAID	they said here after there	1	they	9930	0	0	-0.133193	-0.000102	2256	0.053377	[[1790, 2.307492], [1888, 2.21476], [234, 1.470804], [1169, 1.294994], [654, 1.246823]]
CONNECTOR_MATRIX__HERE_THERE__AFTER__THEY_SAID__NONE	CONNECTOR_MATRIX	HERE_THERE	AFTER	THEY_SAID	they said here after there	2	 said	531	0	0	-0.038379	-0.000102	2256	0.053377	[[2982, 1.845008], [932, 1.550615], [521, 1.429855], [38, 1.363183], [654, 1.281732]]
CONNECTOR_MATRIX__HERE_THERE__AFTER__THEY_SAID__NONE	CONNECTOR_MATRIX	HERE_THERE	AFTER	THEY_SAID	they said here after there	3	 here	994	0	0	-0.157885	-0.000102	2256	0.053377	[[720, 1.780668], [1790, 1.54955], [3017, 1.486049], [1691, 1.431151], [165, 1.397194]]
CONNECTOR_MATRIX__HERE_THERE__AFTER__THEY_SAID__NONE	CONNECTOR_MATRIX	HERE_THERE	AFTER	THEY_SAID	they said here after there	4	 after	706	0	0	-0.024634	-0.000102	2256	0.053377	[[2883, 1.734495], [1790, 1.577138], [92, 1.57065], [654, 1.423372], [1031, 1.366238]]
CONNECTOR_MATRIX__HERE_THERE__AFTER__THEY_SAID__NONE	CONNECTOR_MATRIX	HERE_THERE	AFTER	THEY_SAID	they said here after there	5	 there	612	1	1	0.445555	0.445555	170	0.246867	[[170, 2.607737], [1790, 2.036027], [510, 1.390143], [1242, 1.148948], [349, 1.145681]]
CONNECTOR_MATRIX__RIGHT_LEFT__AND__BARE__NONE	CONNECTOR_MATRIX	RIGHT_LEFT	AND	BARE	right and left	0	<BOS>	50256	0	0	-0.000102	-0.000102	2256	0.796686	[[2256, 2.36087], [1888, 1.564183], [2787, 0.893099], [1450, 0.853876], [1048, 0.848868]]
CONNECTOR_MATRIX__RIGHT_LEFT__AND__BARE__NONE	CONNECTOR_MATRIX	RIGHT_LEFT	AND	BARE	right and left	1	right	3506	0	0	-0.01172	-0.000102	1888	0.367112	[[1888, 2.727982], [1790, 2.288639], [1068, 2.122274], [234, 2.051045], [966, 1.93584]]
CONNECTOR_MATRIX__RIGHT_LEFT__AND__BARE__NONE	CONNECTOR_MATRIX	RIGHT_LEFT	AND	BARE	right and left	2	 and	290	0	0	-0.033633	-0.000102	1888	0.367112	[[2229, 1.763626], [1790, 1.738086], [1203, 1.727427], [2345, 1.648552], [1888, 1.528997]]
CONNECTOR_MATRIX__RIGHT_LEFT__AND__BARE__NONE	CONNECTOR_MATRIX	RIGHT_LEFT	AND	BARE	right and left	3	 left	1364	1	1	3.454198	3.454198	541	0.311609	[[541, 3.454198], [2659, 3.142589], [638, 2.854385], [2269, 2.626753], [2317, 2.169183]]
CONNECTOR_MATRIX__RIGHT_LEFT__OR__BARE__NONE	CONNECTOR_MATRIX	RIGHT_LEFT	OR	BARE	right or left	0	<BOS>	50256	0	0	-0.000102	-0.000102	2256	0.796686	[[2256, 2.36087], [1888, 1.564183], [2787, 0.893099], [1450, 0.853876], [1048, 0.848868]]
CONNECTOR_MATRIX__RIGHT_LEFT__OR__BARE__NONE	CONNECTOR_MATRIX	RIGHT_LEFT	OR	BARE	right or left	1	right	3506	0	0	-0.01172	-0.000102	1888	0.367112	[[1888, 2.727982], [1790, 2.288639], [1068, 2.122274], [234, 2.051045], [966, 1.93584]]
CONNECTOR_MATRIX__RIGHT_LEFT__OR__BARE__NONE	CONNECTOR_MATRIX	RIGHT_LEFT	OR	BARE	right or left	2	 or	393	0	0	-0.011045	-0.000102	1888	0.367112	[[2229, 1.928471], [1790, 1.78223], [2345, 1.780041], [1787, 1.76319], [2505, 1.700808]]
CONNECTOR_MATRIX__RIGHT_LEFT__OR__BARE__NONE	CONNECTOR_MATRIX	RIGHT_LEFT	OR	BARE	right or left	3	 left	1364	1	1	4.176279	4.176279	541	0.343703	[[541, 4.176279], [2659, 3.832577], [638, 3.245634], [2317, 2.468101], [1691, 2.211098]]
CONNECTOR_MATRIX__RIGHT_LEFT__TO__BARE__NONE	CONNECTOR_MATRIX	RIGHT_LEFT	TO	BARE	right to left	0	<BOS>	50256	0	0	-0.000102	-0.000102	2256	0.796686	[[2256, 2.36087], [1888, 1.564183], [2787, 0.893099], [1450, 0.853876], [1048, 0.848868]]
CONNECTOR_MATRIX__RIGHT_LEFT__TO__BARE__NONE	CONNECTOR_MATRIX	RIGHT_LEFT	TO	BARE	right to left	1	right	3506	0	0	-0.01172	-0.000102	1888	0.367112	[[1888, 2.727982], [1790, 2.288639], [1068, 2.122274], [234, 2.051045], [966, 1.93584]]
CONNECTOR_MATRIX__RIGHT_LEFT__TO__BARE__NONE	CONNECTOR_MATRIX	RIGHT_LEFT	TO	BARE	right to left	2	 to	284	0	0	-0.045445	-0.000102	1888	0.367112	[[654, 1.787751], [1790, 1.760371], [2988, 1.626629], [1124, 1.606229], [1083, 1.415415]]
CONNECTOR_MATRIX__RIGHT_LEFT__TO__BARE__NONE	CONNECTOR_MATRIX	RIGHT_LEFT	TO	BARE	right to left	3	 left	1364	1	1	2.638869	2.638869	429	0.035434	[[429, 2.870599], [2463, 2.835165], [541, 2.638869], [259, 2.441233], [2269, 2.352059]]
CONNECTOR_MATRIX__RIGHT_LEFT__BY__BARE__NONE	CONNECTOR_MATRIX	RIGHT_LEFT	BY	BARE	right by left	0	<BOS>	50256	0	0	-0.000102	-0.000102	2256	0.796686	[[2256, 2.36087], [1888, 1.564183], [2787, 0.893099], [1450, 0.853876], [1048, 0.848868]]
CONNECTOR_MATRIX__RIGHT_LEFT__BY__BARE__NONE	CONNECTOR_MATRIX	RIGHT_LEFT	BY	BARE	right by left	1	right	3506	0	0	-0.01172	-0.000102	1888	0.367112	[[1888, 2.727982], [1790, 2.288639], [1068, 2.122274], [234, 2.051045], [966, 1.93584]]
CONNECTOR_MATRIX__RIGHT_LEFT__BY__BARE__NONE	CONNECTOR_MATRIX	RIGHT_LEFT	BY	BARE	right by left	2	 by	416	0	0	-0.140932	-0.000102	1888	0.28722	[[1836, 2.440762], [832, 2.383991], [2890, 2.163111], [2829, 2.110138], [2250, 2.011243]]
CONNECTOR_MATRIX__RIGHT_LEFT__BY__BARE__NONE	CONNECTOR_MATRIX	RIGHT_LEFT	BY	BARE	right by left	3	 left	1364	1	1	2.351145	2.351145	971	0.245281	[[971, 2.97361], [2463, 2.728329], [541, 2.351145], [1691, 2.296879], [259, 2.274366]]
CONNECTOR_MATRIX__RIGHT_LEFT__AFTER__BARE__NONE	CONNECTOR_MATRIX	RIGHT_LEFT	AFTER	BARE	right after left	0	<BOS>	50256	0	0	-0.000102	-0.000102	2256	0.796686	[[2256, 2.36087], [1888, 1.564183], [2787, 0.893099], [1450, 0.853876], [1048, 0.848868]]
CONNECTOR_MATRIX__RIGHT_LEFT__AFTER__BARE__NONE	CONNECTOR_MATRIX	RIGHT_LEFT	AFTER	BARE	right after left	1	right	3506	0	0	-0.01172	-0.000102	1888	0.367112	[[1888, 2.727982], [1790, 2.288639], [1068, 2.122274], [234, 2.051045], [966, 1.93584]]
CONNECTOR_MATRIX__RIGHT_LEFT__AFTER__BARE__NONE	CONNECTOR_MATRIX	RIGHT_LEFT	AFTER	BARE	right after left	2	 after	706	0	0	-0.102582	-0.000102	1888	0.367112	[[171, 1.866066], [2883, 1.777495], [455, 1.46674], [92, 1.452968], [1722, 1.326461]]
CONNECTOR_MATRIX__RIGHT_LEFT__AFTER__BARE__NONE	CONNECTOR_MATRIX	RIGHT_LEFT	AFTER	BARE	right after left	3	 left	1364	1	1	0.070964	0.070964	1888	0.367112	[[776, 1.924538], [526, 1.758793], [2463, 1.731729], [2269, 1.663387], [1888, 1.634318]]
CONNECTOR_MATRIX__RIGHT_LEFT__AND__V9_SPACE__NONE	CONNECTOR_MATRIX	RIGHT_LEFT	AND	V9_SPACE	 right and left	0	<BOS>	50256	0	0	-0.000102	-0.000102	2256	0.796686	[[2256, 2.36087], [1888, 1.564183], [2787, 0.893099], [1450, 0.853876], [1048, 0.848868]]
CONNECTOR_MATRIX__RIGHT_LEFT__AND__V9_SPACE__NONE	CONNECTOR_MATRIX	RIGHT_LEFT	AND	V9_SPACE	 right and left	1	 right	826	0	0	-0.030492	-0.000102	1888	0.410401	[[1888, 3.113196], [1790, 2.702795], [1068, 2.562421], [654, 2.159784], [1998, 2.022582]]
CONNECTOR_MATRIX__RIGHT_LEFT__AND__V9_SPACE__NONE	CONNECTOR_MATRIX	RIGHT_LEFT	AND	V9_SPACE	 right and left	2	 and	290	0	0	-0.02445	-0.000102	1888	0.410401	[[1790, 2.098189], [1888, 1.90578], [2345, 1.684176], [654, 1.651881], [2505, 1.338281]]
CONNECTOR_MATRIX__RIGHT_LEFT__AND__V9_SPACE__NONE	CONNECTOR_MATRIX	RIGHT_LEFT	AND	V9_SPACE	 right and left	3	 left	1364	1	1	3.856174	3.856174	541	0.476619	[[541, 3.856174], [2659, 3.379555], [638, 2.87551], [2269, 2.310713], [2317, 2.202318]]
CONNECTOR_MATRIX__RIGHT_LEFT__OR__V9_SPACE__NONE	CONNECTOR_MATRIX	RIGHT_LEFT	OR	V9_SPACE	 right or left	0	<BOS>	50256	0	0	-0.000102	-0.000102	2256	0.796686	[[2256, 2.36087], [1888, 1.564183], [2787, 0.893099], [1450, 0.853876], [1048, 0.848868]]
CONNECTOR_MATRIX__RIGHT_LEFT__OR__V9_SPACE__NONE	CONNECTOR_MATRIX	RIGHT_LEFT	OR	V9_SPACE	 right or left	1	 right	826	0	0	-0.030492	-0.000102	1888	0.410401	[[1888, 3.113196], [1790, 2.702795], [1068, 2.562421], [654, 2.159784], [1998, 2.022582]]
CONNECTOR_MATRIX__RIGHT_LEFT__OR__V9_SPACE__NONE	CONNECTOR_MATRIX	RIGHT_LEFT	OR	V9_SPACE	 right or left	2	 or	393	0	0	-0.005909	-0.000102	1888	0.410401	[[1790, 1.942421], [2345, 1.786536], [1787, 1.786031], [1888, 1.717928], [2505, 1.704666]]
CONNECTOR_MATRIX__RIGHT_LEFT__OR__V9_SPACE__NONE	CONNECTOR_MATRIX	RIGHT_LEFT	OR	V9_SPACE	 right or left	3	 left	1364	1	1	4.278709	4.278709	541	0.415381	[[541, 4.278709], [2659, 3.863328], [638, 3.191995], [2317, 2.340144], [259, 2.21668]]
CONNECTOR_MATRIX__RIGHT_LEFT__TO__V9_SPACE__NONE	CONNECTOR_MATRIX	RIGHT_LEFT	TO	V9_SPACE	 right to left	0	<BOS>	50256	0	0	-0.000102	-0.000102	2256	0.796686	[[2256, 2.36087], [1888, 1.564183], [2787, 0.893099], [1450, 0.853876], [1048, 0.848868]]
CONNECTOR_MATRIX__RIGHT_LEFT__TO__V9_SPACE__NONE	CONNECTOR_MATRIX	RIGHT_LEFT	TO	V9_SPACE	 right to left	1	 right	826	0	0	-0.030492	-0.000102	1888	0.410401	[[1888, 3.113196], [1790, 2.702795], [1068, 2.562421], [654, 2.159784], [1998, 2.022582]]
CONNECTOR_MATRIX__RIGHT_LEFT__TO__V9_SPACE__NONE	CONNECTOR_MATRIX	RIGHT_LEFT	TO	V9_SPACE	 right to left	2	 to	284	0	0	-0.063805	-0.000102	1888	0.410401	[[654, 2.268959], [1790, 1.967463], [2988, 1.733146], [1124, 1.615663], [1888, 1.56733]]
CONNECTOR_MATRIX__RIGHT_LEFT__TO__V9_SPACE__NONE	CONNECTOR_MATRIX	RIGHT_LEFT	TO	V9_SPACE	 right to left	3	 left	1364	1	1	3.152814	3.152814	541	0.039618	[[541, 3.152814], [429, 2.600213], [259, 2.488133], [2463, 2.411002], [2269, 2.105347]]
CONNECTOR_MATRIX__RIGHT_LEFT__BY__V9_SPACE__NONE	CONNECTOR_MATRIX	RIGHT_LEFT	BY	V9_SPACE	 right by left	0	<BOS>	50256	0	0	-0.000102	-0.000102	2256	0.796686	[[2256, 2.36087], [1888, 1.564183], [2787, 0.893099], [1450, 0.853876], [1048, 0.848868]]
CONNECTOR_MATRIX__RIGHT_LEFT__BY__V9_SPACE__NONE	CONNECTOR_MATRIX	RIGHT_LEFT	BY	V9_SPACE	 right by left	1	 right	826	0	0	-0.030492	-0.000102	1888	0.410401	[[1888, 3.113196], [1790, 2.702795], [1068, 2.562421], [654, 2.159784], [1998, 2.022582]]
CONNECTOR_MATRIX__RIGHT_LEFT__BY__V9_SPACE__NONE	CONNECTOR_MATRIX	RIGHT_LEFT	BY	V9_SPACE	 right by left	2	 by	416	0	0	0.00131	0.00131	1888	0.410401	[[832, 2.66576], [1836, 2.581074], [1790, 2.154872], [259, 2.042989], [2829, 2.0413]]
CONNECTOR_MATRIX__RIGHT_LEFT__BY__V9_SPACE__NONE	CONNECTOR_MATRIX	RIGHT_LEFT	BY	V9_SPACE	 right by left	3	 left	1364	1	1	2.985297	2.985297	1888	0.127899	[[541, 2.985297], [971, 2.869373], [259, 2.586248], [2463, 2.299012], [1691, 2.257619]]
CONNECTOR_MATRIX__RIGHT_LEFT__AFTER__V9_SPACE__NONE	CONNECTOR_MATRIX	RIGHT_LEFT	AFTER	V9_SPACE	 right after left	0	<BOS>	50256	0	0	-0.000102	-0.000102	2256	0.796686	[[2256, 2.36087], [1888, 1.564183], [2787, 0.893099], [1450, 0.853876], [1048, 0.848868]]
CONNECTOR_MATRIX__RIGHT_LEFT__AFTER__V9_SPACE__NONE	CONNECTOR_MATRIX	RIGHT_LEFT	AFTER	V9_SPACE	 right after left	1	 right	826	0	0	-0.030492	-0.000102	1888	0.410401	[[1888, 3.113196], [1790, 2.702795], [1068, 2.562421], [654, 2.159784], [1998, 2.022582]]
CONNECTOR_MATRIX__RIGHT_LEFT__AFTER__V9_SPACE__NONE	CONNECTOR_MATRIX	RIGHT_LEFT	AFTER	V9_SPACE	 right after left	2	 after	706	0	0	-0.140237	-0.000102	1888	0.410401	[[171, 2.551828], [66, 1.561278], [1888, 1.520028], [455, 1.517577], [1084, 1.475479]]
CONNECTOR_MATRIX__RIGHT_LEFT__AFTER__V9_SPACE__NONE	CONNECTOR_MATRIX	RIGHT_LEFT	AFTER	V9_SPACE	 right after left	3	 left	1364	1	1	0.006204	0.006204	1888	0.410401	[[526, 1.85011], [776, 1.803674], [1888, 1.763804], [1790, 1.726192], [2463, 1.712514]]
CONNECTOR_MATRIX__RIGHT_LEFT__AND__THE_PHRASE__NONE	CONNECTOR_MATRIX	RIGHT_LEFT	AND	THE_PHRASE	the phrase right and left	0	<BOS>	50256	0	0	-0.000102	-0.000102	2256	0.796686	[[2256, 2.36087], [1888, 1.564183], [2787, 0.893099], [1450, 0.853876], [1048, 0.848868]]
CONNECTOR_MATRIX__RIGHT_LEFT__AND__THE_PHRASE__NONE	CONNECTOR_MATRIX	RIGHT_LEFT	AND	THE_PHRASE	the phrase right and left	1	the	1169	0	0	-0.058428	-0.000102	1790	0.119972	[[1790, 2.74375], [1888, 2.623779], [1203, 1.370484], [654, 1.287318], [1504, 1.273196]]
