# generated_utc	2026-08-14T19:14:46+00:00
# script	probe_v11.py
# python	3.11.15
# torch	2.9.0+cu128
# transformers	4.57.1
# device	cuda:0
# gpu	NVIDIA GeForce RTX 5060 Laptop GPU
# revision	607a30d783dfa663caf39e06633721c8d4cfcd7e
# layer	5
# tf32_matmul	False
# tf32_cudnn	False
# theta_sha256	113687a222f8cf98039222c27b39aaf716493e5e8c1db94ea4e6544e0814088c
# n_rows	662
panel_id	native_connector	known_member	related_member	arbitrary_a	arbitrary_b	provenance	known_space_tokens	related_space_tokens	arbitrary_a_space_tokens	arbitrary_b_space_tokens	selection_rule	case_id	branch	seed_id	variant	carrier_id	string	n_tok	pre_second_body_tokens	second_realised_tokens	completion_pos	tokens	token_ids
												REPEAT_CONNECTOR__BY_ONE__TO__THEY_SAID__NONE	REPEAT_CONNECTOR	BY_ONE	TO	THEY_SAID	they said one to one	5	4	1	5	["they", " said", " one", " to", " one"]	[9930, 531, 530, 284, 530]
												REPEAT_CONNECTOR__BY_ONE__BY__THEY_SAID__NONE	REPEAT_CONNECTOR	BY_ONE	BY	THEY_SAID	they said one by one	5	4	1	5	["they", " said", " one", " by", " one"]	[9930, 531, 530, 416, 530]
												REPEAT_CONNECTOR__BY_ONE__AFTER__THEY_SAID__NONE	REPEAT_CONNECTOR	BY_ONE	AFTER	THEY_SAID	they said one after one	5	4	1	5	["they", " said", " one", " after", " one"]	[9930, 531, 530, 706, 530]
												FRAME_CROSS__BY_ZONE__KNOWN_REPEAT__BARE__NONE	FRAME_CROSS	BY_ZONE	KNOWN_REPEAT	BARE	zone by zone	3	2	1	3	["zone", " by", " zone"]	[11340, 416, 6516]
												FRAME_CROSS__BY_ZONE__KNOWN_RELATED__BARE__NONE	FRAME_CROSS	BY_ZONE	KNOWN_RELATED	BARE	zone by region	3	2	1	3	["zone", " by", " region"]	[11340, 416, 3814]
												FRAME_CROSS__BY_ZONE__KNOWN_ARBITRARY__BARE__NONE	FRAME_CROSS	BY_ZONE	KNOWN_ARBITRARY	BARE	zone by pencil	3	2	1	3	["zone", " by", " pencil"]	[11340, 416, 21613]
												FRAME_CROSS__BY_ZONE__ARBITRARY_KNOWN__BARE__NONE	FRAME_CROSS	BY_ZONE	ARBITRARY_KNOWN	BARE	pocket by zone	3	2	1	3	["pocket", " by", " zone"]	[31991, 416, 6516]
												FRAME_CROSS__BY_ZONE__ARBITRARY_REPEAT__BARE__NONE	FRAME_CROSS	BY_ZONE	ARBITRARY_REPEAT	BARE	pocket by pocket	3	2	1	3	["pocket", " by", " pocket"]	[31991, 416, 10000]
												FRAME_CROSS__BY_ZONE__ARBITRARY_DISTINCT__BARE__NONE	FRAME_CROSS	BY_ZONE	ARBITRARY_DISTINCT	BARE	pocket by pencil	3	2	1	3	["pocket", " by", " pencil"]	[31991, 416, 21613]
												FRAME_CROSS__BY_ZONE__KNOWN_NO_CONNECTOR__BARE__NONE	FRAME_CROSS	BY_ZONE	KNOWN_NO_CONNECTOR	BARE	zone zone	2	1	1	2	["zone", " zone"]	[11340, 6516]
												FRAME_CROSS__BY_ZONE__ARBITRARY_NO_CONNECTOR__BARE__NONE	FRAME_CROSS	BY_ZONE	ARBITRARY_NO_CONNECTOR	BARE	pocket pocket	2	1	1	2	["pocket", " pocket"]	[31991, 10000]
												FRAME_CROSS__BY_ZONE__KNOWN_REPEAT__V9_SPACE__NONE	FRAME_CROSS	BY_ZONE	KNOWN_REPEAT	V9_SPACE	 zone by zone	3	2	1	3	[" zone", " by", " zone"]	[6516, 416, 6516]
												FRAME_CROSS__BY_ZONE__KNOWN_RELATED__V9_SPACE__NONE	FRAME_CROSS	BY_ZONE	KNOWN_RELATED	V9_SPACE	 zone by region	3	2	1	3	[" zone", " by", " region"]	[6516, 416, 3814]
												FRAME_CROSS__BY_ZONE__KNOWN_ARBITRARY__V9_SPACE__NONE	FRAME_CROSS	BY_ZONE	KNOWN_ARBITRARY	V9_SPACE	 zone by pencil	3	2	1	3	[" zone", " by", " pencil"]	[6516, 416, 21613]
												FRAME_CROSS__BY_ZONE__ARBITRARY_KNOWN__V9_SPACE__NONE	FRAME_CROSS	BY_ZONE	ARBITRARY_KNOWN	V9_SPACE	 pocket by zone	3	2	1	3	[" pocket", " by", " zone"]	[10000, 416, 6516]
												FRAME_CROSS__BY_ZONE__ARBITRARY_REPEAT__V9_SPACE__NONE	FRAME_CROSS	BY_ZONE	ARBITRARY_REPEAT	V9_SPACE	 pocket by pocket	3	2	1	3	[" pocket", " by", " pocket"]	[10000, 416, 10000]
												FRAME_CROSS__BY_ZONE__ARBITRARY_DISTINCT__V9_SPACE__NONE	FRAME_CROSS	BY_ZONE	ARBITRARY_DISTINCT	V9_SPACE	 pocket by pencil	3	2	1	3	[" pocket", " by", " pencil"]	[10000, 416, 21613]
												FRAME_CROSS__BY_ZONE__KNOWN_NO_CONNECTOR__V9_SPACE__NONE	FRAME_CROSS	BY_ZONE	KNOWN_NO_CONNECTOR	V9_SPACE	 zone zone	2	1	1	2	[" zone", " zone"]	[6516, 6516]
												FRAME_CROSS__BY_ZONE__ARBITRARY_NO_CONNECTOR__V9_SPACE__NONE	FRAME_CROSS	BY_ZONE	ARBITRARY_NO_CONNECTOR	V9_SPACE	 pocket pocket	2	1	1	2	[" pocket", " pocket"]	[10000, 10000]
												FRAME_CROSS__BY_ZONE__KNOWN_REPEAT__THE_PHRASE__NONE	FRAME_CROSS	BY_ZONE	KNOWN_REPEAT	THE_PHRASE	the phrase zone by zone	5	4	1	5	["the", " phrase", " zone", " by", " zone"]	[1169, 9546, 6516, 416, 6516]
												FRAME_CROSS__BY_ZONE__KNOWN_RELATED__THE_PHRASE__NONE	FRAME_CROSS	BY_ZONE	KNOWN_RELATED	THE_PHRASE	the phrase zone by region	5	4	1	5	["the", " phrase", " zone", " by", " region"]	[1169, 9546, 6516, 416, 3814]
												FRAME_CROSS__BY_ZONE__KNOWN_ARBITRARY__THE_PHRASE__NONE	FRAME_CROSS	BY_ZONE	KNOWN_ARBITRARY	THE_PHRASE	the phrase zone by pencil	5	4	1	5	["the", " phrase", " zone", " by", " pencil"]	[1169, 9546, 6516, 416, 21613]
												FRAME_CROSS__BY_ZONE__ARBITRARY_KNOWN__THE_PHRASE__NONE	FRAME_CROSS	BY_ZONE	ARBITRARY_KNOWN	THE_PHRASE	the phrase pocket by zone	5	4	1	5	["the", " phrase", " pocket", " by", " zone"]	[1169, 9546, 10000, 416, 6516]
												FRAME_CROSS__BY_ZONE__ARBITRARY_REPEAT__THE_PHRASE__NONE	FRAME_CROSS	BY_ZONE	ARBITRARY_REPEAT	THE_PHRASE	the phrase pocket by pocket	5	4	1	5	["the", " phrase", " pocket", " by", " pocket"]	[1169, 9546, 10000, 416, 10000]
												FRAME_CROSS__BY_ZONE__ARBITRARY_DISTINCT__THE_PHRASE__NONE	FRAME_CROSS	BY_ZONE	ARBITRARY_DISTINCT	THE_PHRASE	the phrase pocket by pencil	5	4	1	5	["the", " phrase", " pocket", " by", " pencil"]	[1169, 9546, 10000, 416, 21613]
												FRAME_CROSS__BY_ZONE__KNOWN_NO_CONNECTOR__THE_PHRASE__NONE	FRAME_CROSS	BY_ZONE	KNOWN_NO_CONNECTOR	THE_PHRASE	the phrase zone zone	4	3	1	4	["the", " phrase", " zone", " zone"]	[1169, 9546, 6516, 6516]
												FRAME_CROSS__BY_ZONE__ARBITRARY_NO_CONNECTOR__THE_PHRASE__NONE	FRAME_CROSS	BY_ZONE	ARBITRARY_NO_CONNECTOR	THE_PHRASE	the phrase pocket pocket	4	3	1	4	["the", " phrase", " pocket", " pocket"]	[1169, 9546, 10000, 10000]
												FRAME_CROSS__BY_ZONE__KNOWN_REPEAT__THEY_SAID__NONE	FRAME_CROSS	BY_ZONE	KNOWN_REPEAT	THEY_SAID	they said zone by zone	5	4	1	5	["they", " said", " zone", " by", " zone"]	[9930, 531, 6516, 416, 6516]
												FRAME_CROSS__BY_ZONE__KNOWN_RELATED__THEY_SAID__NONE	FRAME_CROSS	BY_ZONE	KNOWN_RELATED	THEY_SAID	they said zone by region	5	4	1	5	["they", " said", " zone", " by", " region"]	[9930, 531, 6516, 416, 3814]
												FRAME_CROSS__BY_ZONE__KNOWN_ARBITRARY__THEY_SAID__NONE	FRAME_CROSS	BY_ZONE	KNOWN_ARBITRARY	THEY_SAID	they said zone by pencil	5	4	1	5	["they", " said", " zone", " by", " pencil"]	[9930, 531, 6516, 416, 21613]
												FRAME_CROSS__BY_ZONE__ARBITRARY_KNOWN__THEY_SAID__NONE	FRAME_CROSS	BY_ZONE	ARBITRARY_KNOWN	THEY_SAID	they said pocket by zone	5	4	1	5	["they", " said", " pocket", " by", " zone"]	[9930, 531, 10000, 416, 6516]
												FRAME_CROSS__BY_ZONE__ARBITRARY_REPEAT__THEY_SAID__NONE	FRAME_CROSS	BY_ZONE	ARBITRARY_REPEAT	THEY_SAID	they said pocket by pocket	5	4	1	5	["they", " said", " pocket", " by", " pocket"]	[9930, 531, 10000, 416, 10000]
												FRAME_CROSS__BY_ZONE__ARBITRARY_DISTINCT__THEY_SAID__NONE	FRAME_CROSS	BY_ZONE	ARBITRARY_DISTINCT	THEY_SAID	they said pocket by pencil	5	4	1	5	["they", " said", " pocket", " by", " pencil"]	[9930, 531, 10000, 416, 21613]
												FRAME_CROSS__BY_ZONE__KNOWN_NO_CONNECTOR__THEY_SAID__NONE	FRAME_CROSS	BY_ZONE	KNOWN_NO_CONNECTOR	THEY_SAID	they said zone zone	4	3	1	4	["they", " said", " zone", " zone"]	[9930, 531, 6516, 6516]
												FRAME_CROSS__BY_ZONE__ARBITRARY_NO_CONNECTOR__THEY_SAID__NONE	FRAME_CROSS	BY_ZONE	ARBITRARY_NO_CONNECTOR	THEY_SAID	they said pocket pocket	4	3	1	4	["they", " said", " pocket", " pocket"]	[9930, 531, 10000, 10000]
												REPEAT_CONNECTOR__BY_ZONE__AND__BARE__NONE	REPEAT_CONNECTOR	BY_ZONE	AND	BARE	zone and zone	3	2	1	3	["zone", " and", " zone"]	[11340, 290, 6516]
												REPEAT_CONNECTOR__BY_ZONE__OR__BARE__NONE	REPEAT_CONNECTOR	BY_ZONE	OR	BARE	zone or zone	3	2	1	3	["zone", " or", " zone"]	[11340, 393, 6516]
												REPEAT_CONNECTOR__BY_ZONE__TO__BARE__NONE	REPEAT_CONNECTOR	BY_ZONE	TO	BARE	zone to zone	3	2	1	3	["zone", " to", " zone"]	[11340, 284, 6516]
												REPEAT_CONNECTOR__BY_ZONE__BY__BARE__NONE	REPEAT_CONNECTOR	BY_ZONE	BY	BARE	zone by zone	3	2	1	3	["zone", " by", " zone"]	[11340, 416, 6516]
												REPEAT_CONNECTOR__BY_ZONE__AFTER__BARE__NONE	REPEAT_CONNECTOR	BY_ZONE	AFTER	BARE	zone after zone	3	2	1	3	["zone", " after", " zone"]	[11340, 706, 6516]
												REPEAT_CONNECTOR__BY_ZONE__AND__V9_SPACE__NONE	REPEAT_CONNECTOR	BY_ZONE	AND	V9_SPACE	 zone and zone	3	2	1	3	[" zone", " and", " zone"]	[6516, 290, 6516]
												REPEAT_CONNECTOR__BY_ZONE__OR__V9_SPACE__NONE	REPEAT_CONNECTOR	BY_ZONE	OR	V9_SPACE	 zone or zone	3	2	1	3	[" zone", " or", " zone"]	[6516, 393, 6516]
												REPEAT_CONNECTOR__BY_ZONE__TO__V9_SPACE__NONE	REPEAT_CONNECTOR	BY_ZONE	TO	V9_SPACE	 zone to zone	3	2	1	3	[" zone", " to", " zone"]	[6516, 284, 6516]
												REPEAT_CONNECTOR__BY_ZONE__BY__V9_SPACE__NONE	REPEAT_CONNECTOR	BY_ZONE	BY	V9_SPACE	 zone by zone	3	2	1	3	[" zone", " by", " zone"]	[6516, 416, 6516]
												REPEAT_CONNECTOR__BY_ZONE__AFTER__V9_SPACE__NONE	REPEAT_CONNECTOR	BY_ZONE	AFTER	V9_SPACE	 zone after zone	3	2	1	3	[" zone", " after", " zone"]	[6516, 706, 6516]
												REPEAT_CONNECTOR__BY_ZONE__AND__THE_PHRASE__NONE	REPEAT_CONNECTOR	BY_ZONE	AND	THE_PHRASE	the phrase zone and zone	5	4	1	5	["the", " phrase", " zone", " and", " zone"]	[1169, 9546, 6516, 290, 6516]
												REPEAT_CONNECTOR__BY_ZONE__OR__THE_PHRASE__NONE	REPEAT_CONNECTOR	BY_ZONE	OR	THE_PHRASE	the phrase zone or zone	5	4	1	5	["the", " phrase", " zone", " or", " zone"]	[1169, 9546, 6516, 393, 6516]
												REPEAT_CONNECTOR__BY_ZONE__TO__THE_PHRASE__NONE	REPEAT_CONNECTOR	BY_ZONE	TO	THE_PHRASE	the phrase zone to zone	5	4	1	5	["the", " phrase", " zone", " to", " zone"]	[1169, 9546, 6516, 284, 6516]
												REPEAT_CONNECTOR__BY_ZONE__BY__THE_PHRASE__NONE	REPEAT_CONNECTOR	BY_ZONE	BY	THE_PHRASE	the phrase zone by zone	5	4	1	5	["the", " phrase", " zone", " by", " zone"]	[1169, 9546, 6516, 416, 6516]
												REPEAT_CONNECTOR__BY_ZONE__AFTER__THE_PHRASE__NONE	REPEAT_CONNECTOR	BY_ZONE	AFTER	THE_PHRASE	the phrase zone after zone	5	4	1	5	["the", " phrase", " zone", " after", " zone"]	[1169, 9546, 6516, 706, 6516]
												REPEAT_CONNECTOR__BY_ZONE__AND__THEY_SAID__NONE	REPEAT_CONNECTOR	BY_ZONE	AND	THEY_SAID	they said zone and zone	5	4	1	5	["they", " said", " zone", " and", " zone"]	[9930, 531, 6516, 290, 6516]
												REPEAT_CONNECTOR__BY_ZONE__OR__THEY_SAID__NONE	REPEAT_CONNECTOR	BY_ZONE	OR	THEY_SAID	they said zone or zone	5	4	1	5	["they", " said", " zone", " or", " zone"]	[9930, 531, 6516, 393, 6516]
												REPEAT_CONNECTOR__BY_ZONE__TO__THEY_SAID__NONE	REPEAT_CONNECTOR	BY_ZONE	TO	THEY_SAID	they said zone to zone	5	4	1	5	["they", " said", " zone", " to", " zone"]	[9930, 531, 6516, 284, 6516]
												REPEAT_CONNECTOR__BY_ZONE__BY__THEY_SAID__NONE	REPEAT_CONNECTOR	BY_ZONE	BY	THEY_SAID	they said zone by zone	5	4	1	5	["they", " said", " zone", " by", " zone"]	[9930, 531, 6516, 416, 6516]
												REPEAT_CONNECTOR__BY_ZONE__AFTER__THEY_SAID__NONE	REPEAT_CONNECTOR	BY_ZONE	AFTER	THEY_SAID	they said zone after zone	5	4	1	5	["they", " said", " zone", " after", " zone"]	[9930, 531, 6516, 706, 6516]
												FRAME_CROSS__BY_STEP__KNOWN_REPEAT__BARE__NONE	FRAME_CROSS	BY_STEP	KNOWN_REPEAT	BARE	step by step	3	2	1	3	["step", " by", " step"]	[9662, 416, 2239]
												FRAME_CROSS__BY_STEP__KNOWN_RELATED__BARE__NONE	FRAME_CROSS	BY_STEP	KNOWN_RELATED	BARE	step by stride	3	2	1	3	["step", " by", " stride"]	[9662, 416, 33769]
												FRAME_CROSS__BY_STEP__KNOWN_ARBITRARY__BARE__NONE	FRAME_CROSS	BY_STEP	KNOWN_ARBITRARY	BARE	step by engine	3	2	1	3	["step", " by", " engine"]	[9662, 416, 3113]
												FRAME_CROSS__BY_STEP__ARBITRARY_KNOWN__BARE__NONE	FRAME_CROSS	BY_STEP	ARBITRARY_KNOWN	BARE	lantern by step	4	3	1	4	["lan", "tern", " by", " step"]	[9620, 759, 416, 2239]
												FRAME_CROSS__BY_STEP__ARBITRARY_REPEAT__BARE__NONE	FRAME_CROSS	BY_STEP	ARBITRARY_REPEAT	BARE	lantern by lantern	4	3	1	4	["lan", "tern", " by", " lantern"]	[9620, 759, 416, 41207]
												FRAME_CROSS__BY_STEP__ARBITRARY_DISTINCT__BARE__NONE	FRAME_CROSS	BY_STEP	ARBITRARY_DISTINCT	BARE	lantern by engine	4	3	1	4	["lan", "tern", " by", " engine"]	[9620, 759, 416, 3113]
												FRAME_CROSS__BY_STEP__KNOWN_NO_CONNECTOR__BARE__NONE	FRAME_CROSS	BY_STEP	KNOWN_NO_CONNECTOR	BARE	step step	2	1	1	2	["step", " step"]	[9662, 2239]
												FRAME_CROSS__BY_STEP__ARBITRARY_NO_CONNECTOR__BARE__NONE	FRAME_CROSS	BY_STEP	ARBITRARY_NO_CONNECTOR	BARE	lantern lantern	3	2	1	3	["lan", "tern", " lantern"]	[9620, 759, 41207]
												FRAME_CROSS__BY_STEP__KNOWN_REPEAT__V9_SPACE__NONE	FRAME_CROSS	BY_STEP	KNOWN_REPEAT	V9_SPACE	 step by step	3	2	1	3	[" step", " by", " step"]	[2239, 416, 2239]
												FRAME_CROSS__BY_STEP__KNOWN_RELATED__V9_SPACE__NONE	FRAME_CROSS	BY_STEP	KNOWN_RELATED	V9_SPACE	 step by stride	3	2	1	3	[" step", " by", " stride"]	[2239, 416, 33769]
												FRAME_CROSS__BY_STEP__KNOWN_ARBITRARY__V9_SPACE__NONE	FRAME_CROSS	BY_STEP	KNOWN_ARBITRARY	V9_SPACE	 step by engine	3	2	1	3	[" step", " by", " engine"]	[2239, 416, 3113]
												FRAME_CROSS__BY_STEP__ARBITRARY_KNOWN__V9_SPACE__NONE	FRAME_CROSS	BY_STEP	ARBITRARY_KNOWN	V9_SPACE	 lantern by step	3	2	1	3	[" lantern", " by", " step"]	[41207, 416, 2239]
												FRAME_CROSS__BY_STEP__ARBITRARY_REPEAT__V9_SPACE__NONE	FRAME_CROSS	BY_STEP	ARBITRARY_REPEAT	V9_SPACE	 lantern by lantern	3	2	1	3	[" lantern", " by", " lantern"]	[41207, 416, 41207]
												FRAME_CROSS__BY_STEP__ARBITRARY_DISTINCT__V9_SPACE__NONE	FRAME_CROSS	BY_STEP	ARBITRARY_DISTINCT	V9_SPACE	 lantern by engine	3	2	1	3	[" lantern", " by", " engine"]	[41207, 416, 3113]
												FRAME_CROSS__BY_STEP__KNOWN_NO_CONNECTOR__V9_SPACE__NONE	FRAME_CROSS	BY_STEP	KNOWN_NO_CONNECTOR	V9_SPACE	 step step	2	1	1	2	[" step", " step"]	[2239, 2239]
												FRAME_CROSS__BY_STEP__ARBITRARY_NO_CONNECTOR__V9_SPACE__NONE	FRAME_CROSS	BY_STEP	ARBITRARY_NO_CONNECTOR	V9_SPACE	 lantern lantern	2	1	1	2	[" lantern", " lantern"]	[41207, 41207]
												FRAME_CROSS__BY_STEP__KNOWN_REPEAT__THE_PHRASE__NONE	FRAME_CROSS	BY_STEP	KNOWN_REPEAT	THE_PHRASE	the phrase step by step	5	4	1	5	["the", " phrase", " step", " by", " step"]	[1169, 9546, 2239, 416, 2239]
												FRAME_CROSS__BY_STEP__KNOWN_RELATED__THE_PHRASE__NONE	FRAME_CROSS	BY_STEP	KNOWN_RELATED	THE_PHRASE	the phrase step by stride	5	4	1	5	["the", " phrase", " step", " by", " stride"]	[1169, 9546, 2239, 416, 33769]
												FRAME_CROSS__BY_STEP__KNOWN_ARBITRARY__THE_PHRASE__NONE	FRAME_CROSS	BY_STEP	KNOWN_ARBITRARY	THE_PHRASE	the phrase step by engine	5	4	1	5	["the", " phrase", " step", " by", " engine"]	[1169, 9546, 2239, 416, 3113]
												FRAME_CROSS__BY_STEP__ARBITRARY_KNOWN__THE_PHRASE__NONE	FRAME_CROSS	BY_STEP	ARBITRARY_KNOWN	THE_PHRASE	the phrase lantern by step	5	4	1	5	["the", " phrase", " lantern", " by", " step"]	[1169, 9546, 41207, 416, 2239]
												FRAME_CROSS__BY_STEP__ARBITRARY_REPEAT__THE_PHRASE__NONE	FRAME_CROSS	BY_STEP	ARBITRARY_REPEAT	THE_PHRASE	the phrase lantern by lantern	5	4	1	5	["the", " phrase", " lantern", " by", " lantern"]	[1169, 9546, 41207, 416, 41207]
												FRAME_CROSS__BY_STEP__ARBITRARY_DISTINCT__THE_PHRASE__NONE	FRAME_CROSS	BY_STEP	ARBITRARY_DISTINCT	THE_PHRASE	the phrase lantern by engine	5	4	1	5	["the", " phrase", " lantern", " by", " engine"]	[1169, 9546, 41207, 416, 3113]
												FRAME_CROSS__BY_STEP__KNOWN_NO_CONNECTOR__THE_PHRASE__NONE	FRAME_CROSS	BY_STEP	KNOWN_NO_CONNECTOR	THE_PHRASE	the phrase step step	4	3	1	4	["the", " phrase", " step", " step"]	[1169, 9546, 2239, 2239]
												FRAME_CROSS__BY_STEP__ARBITRARY_NO_CONNECTOR__THE_PHRASE__NONE	FRAME_CROSS	BY_STEP	ARBITRARY_NO_CONNECTOR	THE_PHRASE	the phrase lantern lantern	4	3	1	4	["the", " phrase", " lantern", " lantern"]	[1169, 9546, 41207, 41207]
												FRAME_CROSS__BY_STEP__KNOWN_REPEAT__THEY_SAID__NONE	FRAME_CROSS	BY_STEP	KNOWN_REPEAT	THEY_SAID	they said step by step	5	4	1	5	["they", " said", " step", " by", " step"]	[9930, 531, 2239, 416, 2239]
												FRAME_CROSS__BY_STEP__KNOWN_RELATED__THEY_SAID__NONE	FRAME_CROSS	BY_STEP	KNOWN_RELATED	THEY_SAID	they said step by stride	5	4	1	5	["they", " said", " step", " by", " stride"]	[9930, 531, 2239, 416, 33769]
												FRAME_CROSS__BY_STEP__KNOWN_ARBITRARY__THEY_SAID__NONE	FRAME_CROSS	BY_STEP	KNOWN_ARBITRARY	THEY_SAID	they said step by engine	5	4	1	5	["they", " said", " step", " by", " engine"]	[9930, 531, 2239, 416, 3113]
												FRAME_CROSS__BY_STEP__ARBITRARY_KNOWN__THEY_SAID__NONE	FRAME_CROSS	BY_STEP	ARBITRARY_KNOWN	THEY_SAID	they said lantern by step	5	4	1	5	["they", " said", " lantern", " by", " step"]	[9930, 531, 41207, 416, 2239]
												FRAME_CROSS__BY_STEP__ARBITRARY_REPEAT__THEY_SAID__NONE	FRAME_CROSS	BY_STEP	ARBITRARY_REPEAT	THEY_SAID	they said lantern by lantern	5	4	1	5	["they", " said", " lantern", " by", " lantern"]	[9930, 531, 41207, 416, 41207]
												FRAME_CROSS__BY_STEP__ARBITRARY_DISTINCT__THEY_SAID__NONE	FRAME_CROSS	BY_STEP	ARBITRARY_DISTINCT	THEY_SAID	they said lantern by engine	5	4	1	5	["they", " said", " lantern", " by", " engine"]	[9930, 531, 41207, 416, 3113]
												FRAME_CROSS__BY_STEP__KNOWN_NO_CONNECTOR__THEY_SAID__NONE	FRAME_CROSS	BY_STEP	KNOWN_NO_CONNECTOR	THEY_SAID	they said step step	4	3	1	4	["they", " said", " step", " step"]	[9930, 531, 2239, 2239]
												FRAME_CROSS__BY_STEP__ARBITRARY_NO_CONNECTOR__THEY_SAID__NONE	FRAME_CROSS	BY_STEP	ARBITRARY_NO_CONNECTOR	THEY_SAID	they said lantern lantern	4	3	1	4	["they", " said", " lantern", " lantern"]	[9930, 531, 41207, 41207]
												REPEAT_CONNECTOR__BY_STEP__AND__BARE__NONE	REPEAT_CONNECTOR	BY_STEP	AND	BARE	step and step	3	2	1	3	["step", " and", " step"]	[9662, 290, 2239]
												REPEAT_CONNECTOR__BY_STEP__OR__BARE__NONE	REPEAT_CONNECTOR	BY_STEP	OR	BARE	step or step	3	2	1	3	["step", " or", " step"]	[9662, 393, 2239]
												REPEAT_CONNECTOR__BY_STEP__TO__BARE__NONE	REPEAT_CONNECTOR	BY_STEP	TO	BARE	step to step	3	2	1	3	["step", " to", " step"]	[9662, 284, 2239]
												REPEAT_CONNECTOR__BY_STEP__BY__BARE__NONE	REPEAT_CONNECTOR	BY_STEP	BY	BARE	step by step	3	2	1	3	["step", " by", " step"]	[9662, 416, 2239]
												REPEAT_CONNECTOR__BY_STEP__AFTER__BARE__NONE	REPEAT_CONNECTOR	BY_STEP	AFTER	BARE	step after step	3	2	1	3	["step", " after", " step"]	[9662, 706, 2239]
												REPEAT_CONNECTOR__BY_STEP__AND__V9_SPACE__NONE	REPEAT_CONNECTOR	BY_STEP	AND	V9_SPACE	 step and step	3	2	1	3	[" step", " and", " step"]	[2239, 290, 2239]
												REPEAT_CONNECTOR__BY_STEP__OR__V9_SPACE__NONE	REPEAT_CONNECTOR	BY_STEP	OR	V9_SPACE	 step or step	3	2	1	3	[" step", " or", " step"]	[2239, 393, 2239]
												REPEAT_CONNECTOR__BY_STEP__TO__V9_SPACE__NONE	REPEAT_CONNECTOR	BY_STEP	TO	V9_SPACE	 step to step	3	2	1	3	[" step", " to", " step"]	[2239, 284, 2239]
												REPEAT_CONNECTOR__BY_STEP__BY__V9_SPACE__NONE	REPEAT_CONNECTOR	BY_STEP	BY	V9_SPACE	 step by step	3	2	1	3	[" step", " by", " step"]	[2239, 416, 2239]
												REPEAT_CONNECTOR__BY_STEP__AFTER__V9_SPACE__NONE	REPEAT_CONNECTOR	BY_STEP	AFTER	V9_SPACE	 step after step	3	2	1	3	[" step", " after", " step"]	[2239, 706, 2239]
												REPEAT_CONNECTOR__BY_STEP__AND__THE_PHRASE__NONE	REPEAT_CONNECTOR	BY_STEP	AND	THE_PHRASE	the phrase step and step	5	4	1	5	["the", " phrase", " step", " and", " step"]	[1169, 9546, 2239, 290, 2239]
												REPEAT_CONNECTOR__BY_STEP__OR__THE_PHRASE__NONE	REPEAT_CONNECTOR	BY_STEP	OR	THE_PHRASE	the phrase step or step	5	4	1	5	["the", " phrase", " step", " or", " step"]	[1169, 9546, 2239, 393, 2239]
												REPEAT_CONNECTOR__BY_STEP__TO__THE_PHRASE__NONE	REPEAT_CONNECTOR	BY_STEP	TO	THE_PHRASE	the phrase step to step	5	4	1	5	["the", " phrase", " step", " to", " step"]	[1169, 9546, 2239, 284, 2239]
												REPEAT_CONNECTOR__BY_STEP__BY__THE_PHRASE__NONE	REPEAT_CONNECTOR	BY_STEP	BY	THE_PHRASE	the phrase step by step	5	4	1	5	["the", " phrase", " step", " by", " step"]	[1169, 9546, 2239, 416, 2239]
												REPEAT_CONNECTOR__BY_STEP__AFTER__THE_PHRASE__NONE	REPEAT_CONNECTOR	BY_STEP	AFTER	THE_PHRASE	the phrase step after step	5	4	1	5	["the", " phrase", " step", " after", " step"]	[1169, 9546, 2239, 706, 2239]
												REPEAT_CONNECTOR__BY_STEP__AND__THEY_SAID__NONE	REPEAT_CONNECTOR	BY_STEP	AND	THEY_SAID	they said step and step	5	4	1	5	["they", " said", " step", " and", " step"]	[9930, 531, 2239, 290, 2239]
												REPEAT_CONNECTOR__BY_STEP__OR__THEY_SAID__NONE	REPEAT_CONNECTOR	BY_STEP	OR	THEY_SAID	they said step or step	5	4	1	5	["they", " said", " step", " or", " step"]	[9930, 531, 2239, 393, 2239]
												REPEAT_CONNECTOR__BY_STEP__TO__THEY_SAID__NONE	REPEAT_CONNECTOR	BY_STEP	TO	THEY_SAID	they said step to step	5	4	1	5	["they", " said", " step", " to", " step"]	[9930, 531, 2239, 284, 2239]
												REPEAT_CONNECTOR__BY_STEP__BY__THEY_SAID__NONE	REPEAT_CONNECTOR	BY_STEP	BY	THEY_SAID	they said step by step	5	4	1	5	["they", " said", " step", " by", " step"]	[9930, 531, 2239, 416, 2239]
												REPEAT_CONNECTOR__BY_STEP__AFTER__THEY_SAID__NONE	REPEAT_CONNECTOR	BY_STEP	AFTER	THEY_SAID	they said step after step	5	4	1	5	["they", " said", " step", " after", " step"]	[9930, 531, 2239, 706, 2239]
												FRAME_CROSS__AND_ROUND__KNOWN_REPEAT__BARE__NONE	FRAME_CROSS	AND_ROUND	KNOWN_REPEAT	BARE	round and round	3	2	1	3	["round", " and", " round"]	[744, 290, 2835]
												FRAME_CROSS__AND_ROUND__KNOWN_RELATED__BARE__NONE	FRAME_CROSS	AND_ROUND	KNOWN_RELATED	BARE	round and straight	3	2	1	3	["round", " and", " straight"]	[744, 290, 3892]
