# generated_utc	2026-08-14T19:14:46+00:00
# script	probe_v11.py
# python	3.11.15
# torch	2.9.0+cu128
# transformers	4.57.1
# device	cuda:0
# gpu	NVIDIA GeForce RTX 5060 Laptop GPU
# revision	607a30d783dfa663caf39e06633721c8d4cfcd7e
# layer	5
# tf32_matmul	False
# tf32_cudnn	False
# theta_sha256	113687a222f8cf98039222c27b39aaf716493e5e8c1db94ea4e6544e0814088c
# n_rows	3252
case_id	branch	seed_id	variant	carrier_id	string	pos	token	token_id	is_second_member_token	is_completion_token	raw_541	running_541	running_leader	running_margin	raw_top5
REPEAT_CONNECTOR__AND_ROUND__AND__THEY_SAID__NONE	REPEAT_CONNECTOR	AND_ROUND	AND	THEY_SAID	they said round and round	0	<BOS>	50256	0	0	-0.000102	-0.000102	2256	0.796686	[[2256, 2.36087], [1888, 1.564183], [2787, 0.893099], [1450, 0.853876], [1048, 0.848868]]
REPEAT_CONNECTOR__AND_ROUND__AND__THEY_SAID__NONE	REPEAT_CONNECTOR	AND_ROUND	AND	THEY_SAID	they said round and round	1	they	9930	0	0	-0.133193	-0.000102	2256	0.053377	[[1790, 2.307492], [1888, 2.21476], [234, 1.470804], [1169, 1.294994], [654, 1.246823]]
REPEAT_CONNECTOR__AND_ROUND__AND__THEY_SAID__NONE	REPEAT_CONNECTOR	AND_ROUND	AND	THEY_SAID	they said round and round	2	 said	531	0	0	-0.038379	-0.000102	2256	0.053377	[[2982, 1.845008], [932, 1.550615], [521, 1.429855], [38, 1.363183], [654, 1.281732]]
REPEAT_CONNECTOR__AND_ROUND__AND__THEY_SAID__NONE	REPEAT_CONNECTOR	AND_ROUND	AND	THEY_SAID	they said round and round	3	 round	2835	0	0	-0.066976	-0.000102	2256	0.053377	[[1790, 2.056859], [1888, 1.581615], [966, 1.560076], [2124, 1.404274], [2080, 1.150217]]
REPEAT_CONNECTOR__AND_ROUND__AND__THEY_SAID__NONE	REPEAT_CONNECTOR	AND_ROUND	AND	THEY_SAID	they said round and round	4	 and	290	0	0	-0.011904	-0.000102	2256	0.053377	[[1790, 2.016895], [1850, 1.747925], [1888, 1.631808], [2753, 1.493404], [654, 1.306966]]
REPEAT_CONNECTOR__AND_ROUND__AND__THEY_SAID__NONE	REPEAT_CONNECTOR	AND_ROUND	AND	THEY_SAID	they said round and round	5	 round	2835	1	1	3.947833	3.947833	2659	0.105078	[[2659, 4.05291], [541, 3.947833], [2292, 3.488199], [1738, 2.570283], [2566, 2.275265]]
REPEAT_CONNECTOR__AND_ROUND__OR__THEY_SAID__NONE	REPEAT_CONNECTOR	AND_ROUND	OR	THEY_SAID	they said round or round	0	<BOS>	50256	0	0	-0.000102	-0.000102	2256	0.796686	[[2256, 2.36087], [1888, 1.564183], [2787, 0.893099], [1450, 0.853876], [1048, 0.848868]]
REPEAT_CONNECTOR__AND_ROUND__OR__THEY_SAID__NONE	REPEAT_CONNECTOR	AND_ROUND	OR	THEY_SAID	they said round or round	1	they	9930	0	0	-0.133193	-0.000102	2256	0.053377	[[1790, 2.307492], [1888, 2.21476], [234, 1.470804], [1169, 1.294994], [654, 1.246823]]
REPEAT_CONNECTOR__AND_ROUND__OR__THEY_SAID__NONE	REPEAT_CONNECTOR	AND_ROUND	OR	THEY_SAID	they said round or round	2	 said	531	0	0	-0.038379	-0.000102	2256	0.053377	[[2982, 1.845008], [932, 1.550615], [521, 1.429855], [38, 1.363183], [654, 1.281732]]
REPEAT_CONNECTOR__AND_ROUND__OR__THEY_SAID__NONE	REPEAT_CONNECTOR	AND_ROUND	OR	THEY_SAID	they said round or round	3	 round	2835	0	0	-0.066976	-0.000102	2256	0.053377	[[1790, 2.056859], [1888, 1.581615], [966, 1.560076], [2124, 1.404274], [2080, 1.150217]]
REPEAT_CONNECTOR__AND_ROUND__OR__THEY_SAID__NONE	REPEAT_CONNECTOR	AND_ROUND	OR	THEY_SAID	they said round or round	4	 or	393	0	0	-0.000588	-0.000102	2256	0.053377	[[2973, 1.631514], [1888, 1.374545], [654, 1.336121], [1790, 1.307271], [2753, 1.291473]]
REPEAT_CONNECTOR__AND_ROUND__OR__THEY_SAID__NONE	REPEAT_CONNECTOR	AND_ROUND	OR	THEY_SAID	they said round or round	5	 round	2835	1	1	2.748278	2.748278	2659	1.008684	[[2659, 3.756962], [541, 2.748278], [2117, 2.379957], [638, 2.369153], [2292, 2.334033]]
REPEAT_CONNECTOR__AND_ROUND__TO__THEY_SAID__NONE	REPEAT_CONNECTOR	AND_ROUND	TO	THEY_SAID	they said round to round	0	<BOS>	50256	0	0	-0.000102	-0.000102	2256	0.796686	[[2256, 2.36087], [1888, 1.564183], [2787, 0.893099], [1450, 0.853876], [1048, 0.848868]]
REPEAT_CONNECTOR__AND_ROUND__TO__THEY_SAID__NONE	REPEAT_CONNECTOR	AND_ROUND	TO	THEY_SAID	they said round to round	1	they	9930	0	0	-0.133193	-0.000102	2256	0.053377	[[1790, 2.307492], [1888, 2.21476], [234, 1.470804], [1169, 1.294994], [654, 1.246823]]
REPEAT_CONNECTOR__AND_ROUND__TO__THEY_SAID__NONE	REPEAT_CONNECTOR	AND_ROUND	TO	THEY_SAID	they said round to round	2	 said	531	0	0	-0.038379	-0.000102	2256	0.053377	[[2982, 1.845008], [932, 1.550615], [521, 1.429855], [38, 1.363183], [654, 1.281732]]
REPEAT_CONNECTOR__AND_ROUND__TO__THEY_SAID__NONE	REPEAT_CONNECTOR	AND_ROUND	TO	THEY_SAID	they said round to round	3	 round	2835	0	0	-0.066976	-0.000102	2256	0.053377	[[1790, 2.056859], [1888, 1.581615], [966, 1.560076], [2124, 1.404274], [2080, 1.150217]]
REPEAT_CONNECTOR__AND_ROUND__TO__THEY_SAID__NONE	REPEAT_CONNECTOR	AND_ROUND	TO	THEY_SAID	they said round to round	4	 to	284	0	0	-0.013316	-0.000102	1790	0.160719	[[1790, 2.521589], [1615, 1.997933], [1888, 1.911521], [392, 1.840803], [2420, 1.76162]]
REPEAT_CONNECTOR__AND_ROUND__TO__THEY_SAID__NONE	REPEAT_CONNECTOR	AND_ROUND	TO	THEY_SAID	they said round to round	5	 round	2835	1	1	4.663199	4.663199	541	0.527761	[[541, 4.663199], [2659, 4.135439], [2566, 2.702174], [1738, 2.519289], [1790, 2.185059]]
REPEAT_CONNECTOR__AND_ROUND__BY__THEY_SAID__NONE	REPEAT_CONNECTOR	AND_ROUND	BY	THEY_SAID	they said round by round	0	<BOS>	50256	0	0	-0.000102	-0.000102	2256	0.796686	[[2256, 2.36087], [1888, 1.564183], [2787, 0.893099], [1450, 0.853876], [1048, 0.848868]]
REPEAT_CONNECTOR__AND_ROUND__BY__THEY_SAID__NONE	REPEAT_CONNECTOR	AND_ROUND	BY	THEY_SAID	they said round by round	1	they	9930	0	0	-0.133193	-0.000102	2256	0.053377	[[1790, 2.307492], [1888, 2.21476], [234, 1.470804], [1169, 1.294994], [654, 1.246823]]
REPEAT_CONNECTOR__AND_ROUND__BY__THEY_SAID__NONE	REPEAT_CONNECTOR	AND_ROUND	BY	THEY_SAID	they said round by round	2	 said	531	0	0	-0.038379	-0.000102	2256	0.053377	[[2982, 1.845008], [932, 1.550615], [521, 1.429855], [38, 1.363183], [654, 1.281732]]
REPEAT_CONNECTOR__AND_ROUND__BY__THEY_SAID__NONE	REPEAT_CONNECTOR	AND_ROUND	BY	THEY_SAID	they said round by round	3	 round	2835	0	0	-0.066976	-0.000102	2256	0.053377	[[1790, 2.056859], [1888, 1.581615], [966, 1.560076], [2124, 1.404274], [2080, 1.150217]]
REPEAT_CONNECTOR__AND_ROUND__BY__THEY_SAID__NONE	REPEAT_CONNECTOR	AND_ROUND	BY	THEY_SAID	they said round by round	4	 by	416	0	0	-0.116996	-0.000102	2256	0.042691	[[419, 2.318179], [1790, 2.132238], [1888, 1.938973], [801, 1.769338], [654, 1.732182]]
REPEAT_CONNECTOR__AND_ROUND__BY__THEY_SAID__NONE	REPEAT_CONNECTOR	AND_ROUND	BY	THEY_SAID	they said round by round	5	 round	2835	1	1	4.217859	4.217859	541	1.357456	[[541, 4.217859], [2659, 2.860403], [971, 2.709368], [1691, 2.612365], [2566, 2.450485]]
REPEAT_CONNECTOR__AND_ROUND__AFTER__THEY_SAID__NONE	REPEAT_CONNECTOR	AND_ROUND	AFTER	THEY_SAID	they said round after round	0	<BOS>	50256	0	0	-0.000102	-0.000102	2256	0.796686	[[2256, 2.36087], [1888, 1.564183], [2787, 0.893099], [1450, 0.853876], [1048, 0.848868]]
REPEAT_CONNECTOR__AND_ROUND__AFTER__THEY_SAID__NONE	REPEAT_CONNECTOR	AND_ROUND	AFTER	THEY_SAID	they said round after round	1	they	9930	0	0	-0.133193	-0.000102	2256	0.053377	[[1790, 2.307492], [1888, 2.21476], [234, 1.470804], [1169, 1.294994], [654, 1.246823]]
REPEAT_CONNECTOR__AND_ROUND__AFTER__THEY_SAID__NONE	REPEAT_CONNECTOR	AND_ROUND	AFTER	THEY_SAID	they said round after round	2	 said	531	0	0	-0.038379	-0.000102	2256	0.053377	[[2982, 1.845008], [932, 1.550615], [521, 1.429855], [38, 1.363183], [654, 1.281732]]
REPEAT_CONNECTOR__AND_ROUND__AFTER__THEY_SAID__NONE	REPEAT_CONNECTOR	AND_ROUND	AFTER	THEY_SAID	they said round after round	3	 round	2835	0	0	-0.066976	-0.000102	2256	0.053377	[[1790, 2.056859], [1888, 1.581615], [966, 1.560076], [2124, 1.404274], [2080, 1.150217]]
REPEAT_CONNECTOR__AND_ROUND__AFTER__THEY_SAID__NONE	REPEAT_CONNECTOR	AND_ROUND	AFTER	THEY_SAID	they said round after round	4	 after	706	0	0	-0.051248	-0.000102	2256	0.053377	[[419, 2.181694], [1790, 1.886565], [2883, 1.843698], [1888, 1.563671], [92, 1.499509]]
REPEAT_CONNECTOR__AND_ROUND__AFTER__THEY_SAID__NONE	REPEAT_CONNECTOR	AND_ROUND	AFTER	THEY_SAID	they said round after round	5	 round	2835	1	1	3.583935	3.583935	541	0.200418	[[541, 3.583935], [1738, 3.383518], [2566, 2.703227], [1691, 2.607945], [2723, 2.258025]]
FRAME_CROSS__AND_AGAIN__KNOWN_REPEAT__BARE__NONE	FRAME_CROSS	AND_AGAIN	KNOWN_REPEAT	BARE	again and again	0	<BOS>	50256	0	0	-0.000102	-0.000102	2256	0.796686	[[2256, 2.36087], [1888, 1.564183], [2787, 0.893099], [1450, 0.853876], [1048, 0.848868]]
FRAME_CROSS__AND_AGAIN__KNOWN_REPEAT__BARE__NONE	FRAME_CROSS	AND_AGAIN	KNOWN_REPEAT	BARE	again and again	1	again	17776	0	0	-0.103744	-0.000102	1888	0.580431	[[1888, 2.941301], [1594, 2.008626], [1790, 1.926434], [1126, 1.67019], [230, 1.588701]]
FRAME_CROSS__AND_AGAIN__KNOWN_REPEAT__BARE__NONE	FRAME_CROSS	AND_AGAIN	KNOWN_REPEAT	BARE	again and again	2	 and	290	0	0	-0.002995	-0.000102	1888	0.580431	[[1203, 2.176019], [1790, 1.628227], [1284, 1.58135], [2637, 1.486717], [2328, 1.43631]]
FRAME_CROSS__AND_AGAIN__KNOWN_REPEAT__BARE__NONE	FRAME_CROSS	AND_AGAIN	KNOWN_REPEAT	BARE	again and again	3	 again	757	1	1	3.340913	3.340913	541	0.399612	[[541, 3.340913], [1691, 2.435016], [30, 2.014782], [2753, 2.000592], [2893, 1.946393]]
FRAME_CROSS__AND_AGAIN__KNOWN_RELATED__BARE__NONE	FRAME_CROSS	AND_AGAIN	KNOWN_RELATED	BARE	again and then	0	<BOS>	50256	0	0	-0.000102	-0.000102	2256	0.796686	[[2256, 2.36087], [1888, 1.564183], [2787, 0.893099], [1450, 0.853876], [1048, 0.848868]]
FRAME_CROSS__AND_AGAIN__KNOWN_RELATED__BARE__NONE	FRAME_CROSS	AND_AGAIN	KNOWN_RELATED	BARE	again and then	1	again	17776	0	0	-0.103744	-0.000102	1888	0.580431	[[1888, 2.941301], [1594, 2.008626], [1790, 1.926434], [1126, 1.67019], [230, 1.588701]]
FRAME_CROSS__AND_AGAIN__KNOWN_RELATED__BARE__NONE	FRAME_CROSS	AND_AGAIN	KNOWN_RELATED	BARE	again and then	2	 and	290	0	0	-0.002995	-0.000102	1888	0.580431	[[1203, 2.176019], [1790, 1.628227], [1284, 1.58135], [2637, 1.486717], [2328, 1.43631]]
FRAME_CROSS__AND_AGAIN__KNOWN_RELATED__BARE__NONE	FRAME_CROSS	AND_AGAIN	KNOWN_RELATED	BARE	again and then	3	 then	788	1	1	0.471878	0.471878	1888	0.580431	[[512, 1.967782], [1790, 1.807192], [2753, 1.768243], [1691, 1.617684], [223, 1.448985]]
FRAME_CROSS__AND_AGAIN__KNOWN_ARBITRARY__BARE__NONE	FRAME_CROSS	AND_AGAIN	KNOWN_ARBITRARY	BARE	again and violin	0	<BOS>	50256	0	0	-0.000102	-0.000102	2256	0.796686	[[2256, 2.36087], [1888, 1.564183], [2787, 0.893099], [1450, 0.853876], [1048, 0.848868]]
FRAME_CROSS__AND_AGAIN__KNOWN_ARBITRARY__BARE__NONE	FRAME_CROSS	AND_AGAIN	KNOWN_ARBITRARY	BARE	again and violin	1	again	17776	0	0	-0.103744	-0.000102	1888	0.580431	[[1888, 2.941301], [1594, 2.008626], [1790, 1.926434], [1126, 1.67019], [230, 1.588701]]
FRAME_CROSS__AND_AGAIN__KNOWN_ARBITRARY__BARE__NONE	FRAME_CROSS	AND_AGAIN	KNOWN_ARBITRARY	BARE	again and violin	2	 and	290	0	0	-0.002995	-0.000102	1888	0.580431	[[1203, 2.176019], [1790, 1.628227], [1284, 1.58135], [2637, 1.486717], [2328, 1.43631]]
FRAME_CROSS__AND_AGAIN__KNOWN_ARBITRARY__BARE__NONE	FRAME_CROSS	AND_AGAIN	KNOWN_ARBITRARY	BARE	again and violin	3	 violin	38283	1	1	-0.139893	-0.000102	1888	0.580431	[[1888, 2.832853], [1790, 2.175503], [654, 1.528162], [484, 1.156378], [979, 1.072824]]
FRAME_CROSS__AND_AGAIN__ARBITRARY_KNOWN__BARE__NONE	FRAME_CROSS	AND_AGAIN	ARBITRARY_KNOWN	BARE	hammer and again	0	<BOS>	50256	0	0	-0.000102	-0.000102	2256	0.796686	[[2256, 2.36087], [1888, 1.564183], [2787, 0.893099], [1450, 0.853876], [1048, 0.848868]]
FRAME_CROSS__AND_AGAIN__ARBITRARY_KNOWN__BARE__NONE	FRAME_CROSS	AND_AGAIN	ARBITRARY_KNOWN	BARE	hammer and again	1	hammer	17980	0	0	-0.082957	-0.000102	1888	0.224027	[[1888, 3.23449], [1790, 3.010463], [654, 1.400814], [1998, 1.32151], [1819, 0.995643]]
FRAME_CROSS__AND_AGAIN__ARBITRARY_KNOWN__BARE__NONE	FRAME_CROSS	AND_AGAIN	ARBITRARY_KNOWN	BARE	hammer and again	2	 and	290	0	0	-0.006258	-0.000102	1888	0.224027	[[2083, 1.884688], [1790, 1.583545], [2270, 1.523931], [2973, 1.515385], [1888, 1.509315]]
FRAME_CROSS__AND_AGAIN__ARBITRARY_KNOWN__BARE__NONE	FRAME_CROSS	AND_AGAIN	ARBITRARY_KNOWN	BARE	hammer and again	3	 again	757	1	1	0.093942	0.093942	1888	0.224027	[[638, 2.027901], [1888, 1.918924], [1594, 1.7353], [264, 1.699553], [2875, 1.662485]]
FRAME_CROSS__AND_AGAIN__ARBITRARY_REPEAT__BARE__NONE	FRAME_CROSS	AND_AGAIN	ARBITRARY_REPEAT	BARE	hammer and hammer	0	<BOS>	50256	0	0	-0.000102	-0.000102	2256	0.796686	[[2256, 2.36087], [1888, 1.564183], [2787, 0.893099], [1450, 0.853876], [1048, 0.848868]]
FRAME_CROSS__AND_AGAIN__ARBITRARY_REPEAT__BARE__NONE	FRAME_CROSS	AND_AGAIN	ARBITRARY_REPEAT	BARE	hammer and hammer	1	hammer	17980	0	0	-0.082957	-0.000102	1888	0.224027	[[1888, 3.23449], [1790, 3.010463], [654, 1.400814], [1998, 1.32151], [1819, 0.995643]]
FRAME_CROSS__AND_AGAIN__ARBITRARY_REPEAT__BARE__NONE	FRAME_CROSS	AND_AGAIN	ARBITRARY_REPEAT	BARE	hammer and hammer	2	 and	290	0	0	-0.006258	-0.000102	1888	0.224027	[[2083, 1.884688], [1790, 1.583545], [2270, 1.523931], [2973, 1.515385], [1888, 1.509315]]
FRAME_CROSS__AND_AGAIN__ARBITRARY_REPEAT__BARE__NONE	FRAME_CROSS	AND_AGAIN	ARBITRARY_REPEAT	BARE	hammer and hammer	3	 hammer	15554	1	1	3.04324	3.04324	2659	0.736655	[[2659, 3.971145], [541, 3.04324], [638, 2.539882], [2317, 2.335649], [2292, 1.820335]]
FRAME_CROSS__AND_AGAIN__ARBITRARY_DISTINCT__BARE__NONE	FRAME_CROSS	AND_AGAIN	ARBITRARY_DISTINCT	BARE	hammer and violin	0	<BOS>	50256	0	0	-0.000102	-0.000102	2256	0.796686	[[2256, 2.36087], [1888, 1.564183], [2787, 0.893099], [1450, 0.853876], [1048, 0.848868]]
FRAME_CROSS__AND_AGAIN__ARBITRARY_DISTINCT__BARE__NONE	FRAME_CROSS	AND_AGAIN	ARBITRARY_DISTINCT	BARE	hammer and violin	1	hammer	17980	0	0	-0.082957	-0.000102	1888	0.224027	[[1888, 3.23449], [1790, 3.010463], [654, 1.400814], [1998, 1.32151], [1819, 0.995643]]
FRAME_CROSS__AND_AGAIN__ARBITRARY_DISTINCT__BARE__NONE	FRAME_CROSS	AND_AGAIN	ARBITRARY_DISTINCT	BARE	hammer and violin	2	 and	290	0	0	-0.006258	-0.000102	1888	0.224027	[[2083, 1.884688], [1790, 1.583545], [2270, 1.523931], [2973, 1.515385], [1888, 1.509315]]
FRAME_CROSS__AND_AGAIN__ARBITRARY_DISTINCT__BARE__NONE	FRAME_CROSS	AND_AGAIN	ARBITRARY_DISTINCT	BARE	hammer and violin	3	 violin	38283	1	1	1.29109	1.29109	1888	0.224027	[[2659, 2.446547], [1888, 2.205084], [1790, 1.839498], [638, 1.657439], [2317, 1.542659]]
FRAME_CROSS__AND_AGAIN__KNOWN_NO_CONNECTOR__BARE__NONE	FRAME_CROSS	AND_AGAIN	KNOWN_NO_CONNECTOR	BARE	again again	0	<BOS>	50256	0	0	-0.000102	-0.000102	2256	0.796687	[[2256, 2.36087], [1888, 1.564183], [2787, 0.893099], [1450, 0.853876], [1048, 0.848868]]
FRAME_CROSS__AND_AGAIN__KNOWN_NO_CONNECTOR__BARE__NONE	FRAME_CROSS	AND_AGAIN	KNOWN_NO_CONNECTOR	BARE	again again	1	again	17776	0	0	-0.103744	-0.000102	1888	0.580431	[[1888, 2.941301], [1594, 2.008627], [1790, 1.926434], [1126, 1.670189], [230, 1.588702]]
FRAME_CROSS__AND_AGAIN__KNOWN_NO_CONNECTOR__BARE__NONE	FRAME_CROSS	AND_AGAIN	KNOWN_NO_CONNECTOR	BARE	again again	2	 again	757	1	1	-0.149032	-0.000102	1888	0.339984	[[1594, 2.601317], [1888, 2.167568], [1790, 1.900912], [2881, 1.865233], [1192, 1.758816]]
FRAME_CROSS__AND_AGAIN__ARBITRARY_NO_CONNECTOR__BARE__NONE	FRAME_CROSS	AND_AGAIN	ARBITRARY_NO_CONNECTOR	BARE	hammer hammer	0	<BOS>	50256	0	0	-0.000102	-0.000102	2256	0.796687	[[2256, 2.36087], [1888, 1.564183], [2787, 0.893099], [1450, 0.853876], [1048, 0.848868]]
FRAME_CROSS__AND_AGAIN__ARBITRARY_NO_CONNECTOR__BARE__NONE	FRAME_CROSS	AND_AGAIN	ARBITRARY_NO_CONNECTOR	BARE	hammer hammer	1	hammer	17980	0	0	-0.082957	-0.000102	1888	0.224028	[[1888, 3.234491], [1790, 3.010463], [654, 1.400814], [1998, 1.32151], [1819, 0.995643]]
FRAME_CROSS__AND_AGAIN__ARBITRARY_NO_CONNECTOR__BARE__NONE	FRAME_CROSS	AND_AGAIN	ARBITRARY_NO_CONNECTOR	BARE	hammer hammer	2	 hammer	15554	1	1	-0.113259	-0.000102	1888	0.224028	[[1691, 2.049659], [715, 2.037427], [1888, 1.914188], [1790, 1.712793], [2361, 1.642868]]
FRAME_CROSS__AND_AGAIN__KNOWN_REPEAT__V9_SPACE__NONE	FRAME_CROSS	AND_AGAIN	KNOWN_REPEAT	V9_SPACE	 again and again	0	<BOS>	50256	0	0	-0.000102	-0.000102	2256	0.796686	[[2256, 2.36087], [1888, 1.564183], [2787, 0.893099], [1450, 0.853876], [1048, 0.848868]]
FRAME_CROSS__AND_AGAIN__KNOWN_REPEAT__V9_SPACE__NONE	FRAME_CROSS	AND_AGAIN	KNOWN_REPEAT	V9_SPACE	 again and again	1	 again	757	0	0	-0.067159	-0.000102	1888	0.802757	[[1888, 3.163626], [1594, 2.278354], [1790, 2.076333], [2881, 1.801112], [1192, 1.520622]]
FRAME_CROSS__AND_AGAIN__KNOWN_REPEAT__V9_SPACE__NONE	FRAME_CROSS	AND_AGAIN	KNOWN_REPEAT	V9_SPACE	 again and again	2	 and	290	0	0	-0.005252	-0.000102	1888	0.802757	[[1284, 1.693663], [1869, 1.675938], [2637, 1.643937], [1790, 1.550022], [588, 1.526931]]
FRAME_CROSS__AND_AGAIN__KNOWN_REPEAT__V9_SPACE__NONE	FRAME_CROSS	AND_AGAIN	KNOWN_REPEAT	V9_SPACE	 again and again	3	 again	757	1	1	3.61331	3.61331	541	0.449683	[[541, 3.61331], [1691, 2.171003], [2816, 2.095985], [1738, 2.05887], [2893, 2.056817]]
FRAME_CROSS__AND_AGAIN__KNOWN_RELATED__V9_SPACE__NONE	FRAME_CROSS	AND_AGAIN	KNOWN_RELATED	V9_SPACE	 again and then	0	<BOS>	50256	0	0	-0.000102	-0.000102	2256	0.796686	[[2256, 2.36087], [1888, 1.564183], [2787, 0.893099], [1450, 0.853876], [1048, 0.848868]]
FRAME_CROSS__AND_AGAIN__KNOWN_RELATED__V9_SPACE__NONE	FRAME_CROSS	AND_AGAIN	KNOWN_RELATED	V9_SPACE	 again and then	1	 again	757	0	0	-0.067159	-0.000102	1888	0.802757	[[1888, 3.163626], [1594, 2.278354], [1790, 2.076333], [2881, 1.801112], [1192, 1.520622]]
FRAME_CROSS__AND_AGAIN__KNOWN_RELATED__V9_SPACE__NONE	FRAME_CROSS	AND_AGAIN	KNOWN_RELATED	V9_SPACE	 again and then	2	 and	290	0	0	-0.005252	-0.000102	1888	0.802757	[[1284, 1.693663], [1869, 1.675938], [2637, 1.643937], [1790, 1.550022], [588, 1.526931]]
FRAME_CROSS__AND_AGAIN__KNOWN_RELATED__V9_SPACE__NONE	FRAME_CROSS	AND_AGAIN	KNOWN_RELATED	V9_SPACE	 again and then	3	 then	788	1	1	0.264762	0.264762	1888	0.802757	[[1790, 2.032609], [512, 1.833178], [1691, 1.628326], [2753, 1.586423], [1397, 1.507324]]
FRAME_CROSS__AND_AGAIN__KNOWN_ARBITRARY__V9_SPACE__NONE	FRAME_CROSS	AND_AGAIN	KNOWN_ARBITRARY	V9_SPACE	 again and violin	0	<BOS>	50256	0	0	-0.000102	-0.000102	2256	0.796686	[[2256, 2.36087], [1888, 1.564183], [2787, 0.893099], [1450, 0.853876], [1048, 0.848868]]
FRAME_CROSS__AND_AGAIN__KNOWN_ARBITRARY__V9_SPACE__NONE	FRAME_CROSS	AND_AGAIN	KNOWN_ARBITRARY	V9_SPACE	 again and violin	1	 again	757	0	0	-0.067159	-0.000102	1888	0.802757	[[1888, 3.163626], [1594, 2.278354], [1790, 2.076333], [2881, 1.801112], [1192, 1.520622]]
FRAME_CROSS__AND_AGAIN__KNOWN_ARBITRARY__V9_SPACE__NONE	FRAME_CROSS	AND_AGAIN	KNOWN_ARBITRARY	V9_SPACE	 again and violin	2	 and	290	0	0	-0.005252	-0.000102	1888	0.802757	[[1284, 1.693663], [1869, 1.675938], [2637, 1.643937], [1790, 1.550022], [588, 1.526931]]
FRAME_CROSS__AND_AGAIN__KNOWN_ARBITRARY__V9_SPACE__NONE	FRAME_CROSS	AND_AGAIN	KNOWN_ARBITRARY	V9_SPACE	 again and violin	3	 violin	38283	1	1	-0.169363	-0.000102	1888	0.802757	[[1888, 2.777785], [1790, 2.222604], [654, 1.477547], [484, 1.105465], [979, 1.017752]]
FRAME_CROSS__AND_AGAIN__ARBITRARY_KNOWN__V9_SPACE__NONE	FRAME_CROSS	AND_AGAIN	ARBITRARY_KNOWN	V9_SPACE	 hammer and again	0	<BOS>	50256	0	0	-0.000102	-0.000102	2256	0.796686	[[2256, 2.36087], [1888, 1.564183], [2787, 0.893099], [1450, 0.853876], [1048, 0.848868]]
FRAME_CROSS__AND_AGAIN__ARBITRARY_KNOWN__V9_SPACE__NONE	FRAME_CROSS	AND_AGAIN	ARBITRARY_KNOWN	V9_SPACE	 hammer and again	1	 hammer	15554	0	0	-0.111032	-0.000102	1888	0.63566	[[1888, 3.570857], [1790, 2.935196], [464, 1.945593], [654, 1.547282], [1998, 1.43558]]
FRAME_CROSS__AND_AGAIN__ARBITRARY_KNOWN__V9_SPACE__NONE	FRAME_CROSS	AND_AGAIN	ARBITRARY_KNOWN	V9_SPACE	 hammer and again	2	 and	290	0	0	-0.003048	-0.000102	1888	0.63566	[[2270, 2.082116], [1288, 2.007461], [2379, 1.932835], [1790, 1.656196], [34, 1.57469]]
FRAME_CROSS__AND_AGAIN__ARBITRARY_KNOWN__V9_SPACE__NONE	FRAME_CROSS	AND_AGAIN	ARBITRARY_KNOWN	V9_SPACE	 hammer and again	3	 again	757	1	1	0.29319	0.29319	1888	0.63566	[[638, 1.986604], [1594, 1.953681], [1869, 1.833292], [1888, 1.790591], [2816, 1.71004]]
FRAME_CROSS__AND_AGAIN__ARBITRARY_REPEAT__V9_SPACE__NONE	FRAME_CROSS	AND_AGAIN	ARBITRARY_REPEAT	V9_SPACE	 hammer and hammer	0	<BOS>	50256	0	0	-0.000102	-0.000102	2256	0.796686	[[2256, 2.36087], [1888, 1.564183], [2787, 0.893099], [1450, 0.853876], [1048, 0.848868]]
FRAME_CROSS__AND_AGAIN__ARBITRARY_REPEAT__V9_SPACE__NONE	FRAME_CROSS	AND_AGAIN	ARBITRARY_REPEAT	V9_SPACE	 hammer and hammer	1	 hammer	15554	0	0	-0.111032	-0.000102	1888	0.63566	[[1888, 3.570857], [1790, 2.935196], [464, 1.945593], [654, 1.547282], [1998, 1.43558]]
FRAME_CROSS__AND_AGAIN__ARBITRARY_REPEAT__V9_SPACE__NONE	FRAME_CROSS	AND_AGAIN	ARBITRARY_REPEAT	V9_SPACE	 hammer and hammer	2	 and	290	0	0	-0.003048	-0.000102	1888	0.63566	[[2270, 2.082116], [1288, 2.007461], [2379, 1.932835], [1790, 1.656196], [34, 1.57469]]
FRAME_CROSS__AND_AGAIN__ARBITRARY_REPEAT__V9_SPACE__NONE	FRAME_CROSS	AND_AGAIN	ARBITRARY_REPEAT	V9_SPACE	 hammer and hammer	3	 hammer	15554	1	1	3.122473	3.122473	2659	0.319288	[[2659, 3.890145], [541, 3.122473], [2317, 2.513718], [2292, 2.268532], [638, 2.232111]]
FRAME_CROSS__AND_AGAIN__ARBITRARY_DISTINCT__V9_SPACE__NONE	FRAME_CROSS	AND_AGAIN	ARBITRARY_DISTINCT	V9_SPACE	 hammer and violin	0	<BOS>	50256	0	0	-0.000102	-0.000102	2256	0.796686	[[2256, 2.36087], [1888, 1.564183], [2787, 0.893099], [1450, 0.853876], [1048, 0.848868]]
